Gene ID,Chromosome,Gene Name,Description
NPIL_103501,BMAW01025985.1,Unknown,hypothetical protein
NPIL_10351,BMAW01072908.1,Unknown,hypothetical protein
NPIL_103511,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103521,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103531,BMAW01025985.1,NCL1_38680,oxidoreductase-like domain-containing protein
NPIL_103541,BMAW01025985.1,v1g236650,cytosolic Fe-S cluster assembly factor NUBP1 homolog
NPIL_103551,BMAW01025985.1,Madm,nuclear receptor-binding protein homolog
NPIL_103561,BMAW01025985.1,NCL1_32647,importin subunit alpha-1b
NPIL_103571,BMAW01025985.1,ssh,protein phosphatase Slingshot
NPIL_103581,BMAW01025985.1,Ipo9,importin-9
NPIL_103591,BMAW01025985.1,SLC35G1,solute carrier family 35 member G1
NPIL_103601,BMAW01025985.1,Unknown,hypothetical protein
NPIL_10361,BMAW01084480.1,Unknown,hypothetical protein
NPIL_103611,BMAW01025985.1,Slc35g1,solute carrier family 35 member G1
NPIL_103621,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103631,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103641,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103651,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103661,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103671,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103681,BMAW01025985.1,AVEN_53333_1,uncharacterized protein
NPIL_103691,BMAW01025985.1,Unknown,hypothetical protein
NPIL_103701,BMAW01025985.1,RPL6,60S ribosomal protein L6
NPIL_10371,BMAW01084480.1,AVEN_163056_1,uncharacterized protein
NPIL_103711,BMAW01025985.1,ATP5F1A,"ATP synthase subunit alpha, mitochondrial"
NPIL_103721,BMAW01083995.1,Unknown,hypothetical protein
NPIL_103731,BMAW01061969.1,AVEN_220781_1,chitin-binding type-2 domain-containing protein
NPIL_103741,BMAW01006189.1,ANKRD44_0,hypothetical protein
NPIL_103751,BMAW01124995.1,Unknown,hypothetical protein
NPIL_103761,BMAW01064578.1,Unknown,hypothetical protein
NPIL_103771,BMAW01036640.1,Unknown,hypothetical protein
NPIL_103781,BMAW01001336.1,Unknown,hypothetical protein
NPIL_103791,BMAW01128826.1,Unknown,hypothetical protein
NPIL_103801,BMAW01020214.1,Unknown,hypothetical protein
NPIL_10381,BMAW01084480.1,AVEN_163851_1,PC4 domain-containing protein
NPIL_103811,BMAW01002091.1,Unknown,hypothetical protein
NPIL_103821,BMAW01002091.1,NCL1_45509,uncharacterized protein
NPIL_103831,BMAW01002091.1,Unknown,hypothetical protein
NPIL_103841,BMAW01002091.1,Unknown,hypothetical protein
NPIL_103851,BMAW01002091.1,Unknown,hypothetical protein
NPIL_103861,BMAW01002091.1,Unknown,hypothetical protein
NPIL_103871,BMAW01065804.1,CYP3A24,cytochrome P450 3A24
NPIL_103881,BMAW01108673.1,Unknown,hypothetical protein
NPIL_103891,BMAW01049077.1,X975_21762,integrase catalytic domain-containing protein
NPIL_103901,BMAW01095398.1,pol_3660,retrovirus-related Pol polyprotein from transposon 412
NPIL_10391,BMAW01125953.1,Unknown,hypothetical protein
NPIL_103911,BMAW01034186.1,SERPINB10,serpin B10
NPIL_103921,BMAW01034186.1,AVEN_245204_1,uncharacterized protein
NPIL_103931,BMAW01031001.1,Unknown,hypothetical protein
NPIL_103941,BMAW01046612.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_103951,BMAW01047134.1,AVEN_271376_1,uncharacterized protein
NPIL_103961,BMAW01017823.1,Unknown,hypothetical protein
NPIL_103971,BMAW01017823.1,Unknown,hypothetical protein
NPIL_103981,BMAW01068209.1,Unknown,hypothetical protein
NPIL_103991,BMAW01060079.1,Unknown,hypothetical protein
NPIL_104001,BMAW01060079.1,Unknown,hypothetical protein
NPIL_10401,BMAW01005920.1,Unknown,hypothetical protein
NPIL_104011,BMAW01060079.1,Unknown,hypothetical protein
NPIL_104021,BMAW01060079.1,Unknown,hypothetical protein
NPIL_104031,BMAW01060079.1,Unknown,hypothetical protein
NPIL_104041,BMAW01060076.1,Unknown,hypothetical protein
NPIL_104051,BMAW01071499.1,Unknown,hypothetical protein
NPIL_104061,BMAW01071499.1,Unknown,hypothetical protein
NPIL_104071,BMAW01012420.1,AVEN_231787_1,reverse transcriptase domain-containing protein
NPIL_104081,BMAW01011953.1,Unknown,hypothetical protein
NPIL_104091,BMAW01007927.1,Unknown,hypothetical protein
NPIL_1041,BMAW01013999.1,Unknown,integrase_H2C2 domain-containing protein
NPIL_104101,BMAW01111286.1,AVEN_73807_1,uncharacterized protein
NPIL_10411,BMAW01109735.1,Fitm,fat storage-inducing transmembrane protein
NPIL_104111,BMAW01130296.1,Unknown,hypothetical protein
NPIL_104121,BMAW01053807.1,Unknown,hypothetical protein
NPIL_104131,BMAW01132838.1,Unknown,ribonuclease H
NPIL_104151,BMAW01132838.1,Unknown,hypothetical protein
NPIL_104161,BMAW01132838.1,Pars2,"probable proline--tRNA ligase, mitochondrial"
NPIL_104171,BMAW01132838.1,Unknown,hypothetical protein
NPIL_104181,BMAW01132838.1,NOP56,nucleolar protein 56
NPIL_104191,BMAW01132838.1,Unknown,hypothetical protein
NPIL_104201,BMAW01132838.1,Unknown,hypothetical protein
NPIL_10421,BMAW01109735.1,cdt1,DNA replication factor Cdt1
NPIL_104211,BMAW01132838.1,AVEN_143915_1,RVP domain-containing protein
NPIL_104221,BMAW01132838.1,nas-13,zinc metalloproteinase nas-13
NPIL_104231,BMAW01132838.1,Unknown,hypothetical protein
NPIL_104241,BMAW01014332.1,Unknown,hypothetical protein
NPIL_104251,BMAW01014332.1,AVEN_184476_1,DUF1758 domain-containing protein
NPIL_104261,BMAW01014332.1,AVEN_117938_1,uncharacterized protein
NPIL_104271,BMAW01043286.1,Unknown,hypothetical protein
NPIL_104281,BMAW01043286.1,Vha68-2,v-type proton ATPase catalytic subunit A isoform 2
NPIL_104291,BMAW01052124.1,mth2_1,g-protein coupled receptor Mth2
NPIL_104301,BMAW01004772.1,Unknown,hypothetical protein
NPIL_10431,BMAW01109735.1,Unknown,hypothetical protein
NPIL_104311,BMAW01087296.1,Unknown,hypothetical protein
NPIL_104321,BMAW01113727.1,Unknown,hypothetical protein
NPIL_104331,BMAW01010193.1,Unknown,hypothetical protein
NPIL_104341,BMAW01010193.1,Unknown,hypothetical protein
NPIL_104351,BMAW01010193.1,Unknown,hypothetical protein
NPIL_104361,BMAW01010193.1,Unknown,hypothetical protein
NPIL_104371,BMAW01010193.1,AVEN_113473_1,uncharacterized protein
NPIL_104381,BMAW01010193.1,TY3B-I_412,transposon Ty3-I Gag-Pol polyprotein
NPIL_104391,BMAW01010193.1,Txlna,alpha-taxilin
NPIL_104401,BMAW01061045.1,Unknown,hypothetical protein
NPIL_10441,BMAW01109735.1,AVEN_156755_1,EGF-like domain-containing protein
NPIL_104411,BMAW01052631.1,Unknown,hypothetical protein
NPIL_104421,BMAW01106812.1,Serpinb10,serpin B10
NPIL_104431,BMAW01106812.1,Ttpal,alpha-tocopherol transfer protein-like
NPIL_104441,BMAW01107786.1,Unknown,hypothetical protein
NPIL_104451,BMAW01128871.1,Unknown,hypothetical protein
NPIL_104461,BMAW01064326.1,Unknown,hypothetical protein
NPIL_104471,BMAW01086910.1,LCP2,digestive cysteine proteinase 2
NPIL_104481,BMAW01114641.1,Unknown,hypothetical protein
NPIL_104491,BMAW01032126.1,Unknown,hypothetical protein
NPIL_104501,BMAW01091300.1,Unknown,hypothetical protein
NPIL_10451,BMAW01109735.1,AVEN_156755_1,EGF-like domain-containing protein
NPIL_104511,BMAW01100445.1,Unknown,hypothetical protein
NPIL_104521,BMAW01014522.1,Unknown,hypothetical protein
NPIL_104531,BMAW01054843.1,Unknown,hypothetical protein
NPIL_104541,BMAW01086831.1,Unknown,hypothetical protein
NPIL_104551,BMAW01086831.1,Unknown,hypothetical protein
NPIL_104561,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104571,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104581,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104591,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104601,BMAW01017507.1,KRBA2_6,KRAB-A domain-containing protein 2
NPIL_10461,BMAW01107602.1,Unknown,hypothetical protein
NPIL_104611,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104621,BMAW01017507.1,Unknown,hypothetical protein
NPIL_104631,BMAW01017507.1,GRID1_0,"glutamate receptor ionotropic, delta-1"
NPIL_104641,BMAW01003643.1,Unknown,hypothetical protein
NPIL_104651,BMAW01003643.1,Unknown,hypothetical protein
NPIL_104661,BMAW01003643.1,Unknown,hypothetical protein
NPIL_104671,BMAW01003643.1,Unknown,hypothetical protein
NPIL_104681,BMAW01003643.1,cah-2,putative carbonic anhydrase-like protein 2
NPIL_104682,BMAW01003643.1,cah-2,putative carbonic anhydrase-like protein 2
NPIL_104691,BMAW01003643.1,SETMAR_215,histone-lysine N-methyltransferase SETMAR
NPIL_104701,BMAW01040953.1,NCL1_32508,histone-lysine N-methyltransferase SETMAR
NPIL_10471,BMAW01033445.1,AVEN_258683_1,uncharacterized protein
NPIL_104711,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104721,BMAW01040953.1,NCL1_45945,SEFIR domain-containing protein
NPIL_104731,BMAW01040953.1,Galk2,n-acetylgalactosamine kinase
NPIL_104741,BMAW01040953.1,ILK,integrin-linked protein kinase
NPIL_104751,BMAW01040953.1,AVEN_59306_1,DUF1758 domain-containing protein
NPIL_104761,BMAW01040953.1,Abd-B,homeobox protein abdominal-B
NPIL_104762,BMAW01040953.1,Abd-B,homeobox protein abdominal-B
NPIL_104771,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104781,BMAW01040953.1,AVEN_115516_1,uncharacterized protein
NPIL_104791,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104801,BMAW01040953.1,Unknown,hypothetical protein
NPIL_10481,BMAW01045437.1,Unknown,hypothetical protein
NPIL_104811,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104821,BMAW01040953.1,abd-A,homeobox protein abdominal-A homolog
NPIL_104831,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104841,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104851,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104861,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104871,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104881,BMAW01040953.1,Unknown,hypothetical protein
NPIL_104891,BMAW01056477.1,Unknown,hypothetical protein
NPIL_104901,BMAW01100428.1,AVEN_32802_1,uncharacterized protein
NPIL_10491,BMAW01109422.1,Unknown,hypothetical protein
NPIL_104911,BMAW01100428.1,Unknown,hypothetical protein
NPIL_104921,BMAW01100428.1,LTBP2,latent-transforming growth factor beta-binding protein 2
NPIL_104931,BMAW01100428.1,Unknown,hypothetical protein
NPIL_104941,BMAW01100428.1,NCL1_37433,zinc finger protein
NPIL_104951,BMAW01100428.1,Unknown,hypothetical protein
NPIL_104961,BMAW01100428.1,NCL1_16771,toxin CSTX-20
NPIL_104971,BMAW01100428.1,NCL1_16771,toxin CSTX-20
NPIL_104981,BMAW01100428.1,Unknown,hypothetical protein
NPIL_104991,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105001,BMAW01100428.1,Unknown,hypothetical protein
NPIL_10501,BMAW01074549.1,Unknown,hypothetical protein
NPIL_105011,BMAW01100428.1,AVEN_148983_1,reverse transcriptase domain-containing protein
NPIL_105021,BMAW01100428.1,AVEN_239454_1,uncharacterized protein
NPIL_105031,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105041,BMAW01100428.1,AVEN_173318_1,uncharacterized protein
NPIL_105042,BMAW01100428.1,AVEN_173318_1,uncharacterized protein
NPIL_105051,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105061,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105071,BMAW01100428.1,bre-4,"beta-1,4-N-acetylgalactosaminyltransferase bre-4"
NPIL_105081,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105091,BMAW01100428.1,X975_10592,laminin subunit alpha-2
NPIL_1051,BMAW01043872.1,Tpst,protein-tyrosine sulfotransferase
NPIL_105101,BMAW01100428.1,Unknown,hypothetical protein
NPIL_10511,BMAW01074549.1,SSTR1,somatostatin receptor type 1
NPIL_105111,BMAW01100428.1,nrf-6,nose resistant to fluoxetine protein 6
NPIL_105121,BMAW01100428.1,nrf-6,nose resistant to fluoxetine protein 6
NPIL_105131,BMAW01100428.1,AOPEP,aminopeptidase O
NPIL_105141,BMAW01100428.1,STX17,syntaxin-17
NPIL_105151,BMAW01100428.1,UPF2,regulator of nonsense transcripts 2
NPIL_105161,BMAW01100428.1,SNX6,sorting nexin-6
NPIL_105171,BMAW01100428.1,LUC7L2,putative RNA-binding protein Luc7-like 2
NPIL_105172,BMAW01100428.1,LUC7L2,putative RNA-binding protein Luc7-like 2
NPIL_105181,BMAW01100428.1,pitrm1,"presequence protease, mitochondrial"
NPIL_105191,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105201,BMAW01100428.1,RPL27,60S ribosomal protein L27
NPIL_10521,BMAW01114026.1,Unknown,hypothetical protein
NPIL_105211,BMAW01100428.1,CERS6,ceramide synthase 6
NPIL_105221,BMAW01100428.1,midn-a,midnolin-A
NPIL_105231,BMAW01100428.1,AVEN_259560_1,CCHC-type domain-containing protein
NPIL_105241,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105251,BMAW01100428.1,B3gntl1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1"
NPIL_105261,BMAW01100428.1,Unknown,hypothetical protein
NPIL_105271,BMAW01100428.1,Ada,adenosine deaminase
NPIL_105281,BMAW01100428.1,PHRF1,PHD and RING finger domain-containing protein 1
NPIL_105291,BMAW01100428.1,AVEN_153920_1,uncharacterized protein
NPIL_105301,BMAW01000896.1,Unknown,hypothetical protein
NPIL_10531,BMAW01114026.1,Unknown,hypothetical protein
NPIL_105311,BMAW01095235.1,SETMAR,histone-lysine N-methyltransferase SETMAR
NPIL_105321,BMAW01081980.1,Unknown,uncharacterized protein
NPIL_105331,BMAW01041223.1,SNW1,SNW domain-containing protein 1
NPIL_105341,BMAW01045073.1,AVEN_73475_1,integrase catalytic domain-containing protein
NPIL_105351,BMAW01029946.1,Unknown,hypothetical protein
NPIL_105361,BMAW01000130.1,Unknown,hypothetical protein
NPIL_105371,BMAW01025647.1,Unknown,hypothetical protein
NPIL_105381,BMAW01131319.1,Unknown,hypothetical protein
NPIL_105391,BMAW01131319.1,Unknown,hypothetical protein
NPIL_105401,BMAW01096432.1,AVEN_2057_1,integrase catalytic domain-containing protein
NPIL_10541,BMAW01088867.1,Unknown,hypothetical protein
NPIL_105411,BMAW01059021.1,Unknown,hypothetical protein
NPIL_105421,BMAW01037897.1,AVEN_247860_1,uncharacterized protein
NPIL_105431,BMAW01104710.1,NCL1_52557,ML domain-containing protein
NPIL_105441,BMAW01106071.1,AVEN_47982_1,uncharacterized protein
NPIL_105451,BMAW01081945.1,NCL1_45908,cuticle protein 16.8
NPIL_105461,BMAW01112161.1,Unknown,hypothetical protein
NPIL_105471,BMAW01101200.1,USP32,ubiquitin carboxyl-terminal hydrolase 32
NPIL_105481,BMAW01101200.1,BRD8,bromodomain-containing protein 8
NPIL_105482,BMAW01101200.1,BRD8,bromodomain-containing protein 8
NPIL_105491,BMAW01101200.1,CUL1,cullin-1
NPIL_105501,BMAW01101200.1,Mmp7,matrilysin
NPIL_10551,BMAW01045884.1,Unknown,hypothetical protein
NPIL_105511,BMAW01101200.1,Unknown,hypothetical protein
NPIL_105521,BMAW01101200.1,Unknown,hypothetical protein
NPIL_105531,BMAW01101200.1,RAD1,cell cycle checkpoint protein RAD1
NPIL_105541,BMAW01101200.1,chcA,clathrin heavy chain
NPIL_105542,BMAW01101200.1,chcA,clathrin heavy chain
NPIL_105551,BMAW01101200.1,ogfod2,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
NPIL_105561,BMAW01101200.1,Sec10,exocyst complex component 5
NPIL_105571,BMAW01101200.1,Nadsyn,glutamine-dependent NAD(+) synthetase
NPIL_105581,BMAW01101200.1,AVEN_143813_1,MFS domain-containing protein
NPIL_105591,BMAW01120848.1,Unknown,hypothetical protein
NPIL_105601,BMAW01009516.1,Unknown,hypothetical protein
NPIL_10561,BMAW01045884.1,Rxfp1_2,relaxin receptor 1
NPIL_105611,BMAW01041534.1,X975_10055,uncharacterized protein
NPIL_105621,BMAW01041534.1,Unknown,hypothetical protein
NPIL_105631,BMAW01041534.1,Unknown,hypothetical protein
NPIL_105641,BMAW01041534.1,TRPV6,transient receptor potential cation channel subfamily V member 6
NPIL_105651,BMAW01041534.1,THA2,probable low-specificity L-threonine aldolase 2
NPIL_105661,BMAW01041534.1,AVEN_52652_1,uncharacterized protein
NPIL_105671,BMAW01041534.1,Ogfod3,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
NPIL_105681,BMAW01041534.1,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
NPIL_105691,BMAW01041534.1,PGBD4,piggyBac transposable element-derived protein 4
NPIL_105701,BMAW01041534.1,X975_16852,transmembrane protein 130
NPIL_10571,BMAW01111437.1,Unknown,hypothetical protein
NPIL_105711,BMAW01041534.1,AVEN_72345_1,RRM domain-containing protein
NPIL_105721,BMAW01041534.1,Unknown,hypothetical protein
NPIL_105731,BMAW01041534.1,DDX51,ATP-dependent RNA helicase DDX51
NPIL_105741,BMAW01041534.1,AVEN_72342_1,uncharacterized protein
NPIL_105751,BMAW01041534.1,X-elementORF2_761,putative RNA-directed DNA polymerase from transposon X-element
NPIL_105761,BMAW01041534.1,Fbxw5,hypothetical protein
NPIL_105771,BMAW01041534.1,X975_23396,uncharacterized protein
NPIL_105781,BMAW01041534.1,Unknown,hypothetical protein
NPIL_105791,BMAW01041534.1,PPP1R21,protein phosphatase 1 regulatory subunit 21
NPIL_105801,BMAW01041534.1,Unknown,hypothetical protein
NPIL_10581,BMAW01111437.1,Unknown,hypothetical protein
NPIL_105811,BMAW01041534.1,Unknown,hypothetical protein
NPIL_105821,BMAW01041534.1,slc39a9,zinc transporter ZIP9
NPIL_105831,BMAW01041534.1,PICK1,PRKCA-binding protein
NPIL_105832,BMAW01041534.1,PICK1,PRKCA-binding protein
NPIL_105841,BMAW01041534.1,CHST11,carbohydrate sulfotransferase 11
NPIL_105851,BMAW01041534.1,Gyc32E,guanylate cyclase 32E
NPIL_105861,BMAW01011117.1,Unknown,hypothetical protein
NPIL_105871,BMAW01025687.1,SETMAR_215,histone-lysine N-methyltransferase SETMAR
NPIL_105881,BMAW01014083.1,Dscam2,down syndrome cell adhesion molecule-like protein Dscam2
NPIL_105891,BMAW01014890.1,AACS,acetoacetyl-CoA synthetase
NPIL_105892,BMAW01014890.1,AACS,acetoacetyl-CoA synthetase
NPIL_105901,BMAW01022653.1,Unknown,hypothetical protein
NPIL_10591,BMAW01111437.1,Unknown,hypothetical protein
NPIL_105911,BMAW01126872.1,tw,protein O-mannosyl-transferase 2
NPIL_105912,BMAW01126872.1,tw,protein O-mannosyl-transferase 2
NPIL_105913,BMAW01126872.1,tw,protein O-mannosyl-transferase 2
NPIL_10592,BMAW01111437.1,Unknown,hypothetical protein
NPIL_105921,BMAW01126872.1,Unknown,hypothetical protein
NPIL_105931,BMAW01126872.1,PEX19,peroxisomal biogenesis factor 19
NPIL_105941,BMAW01126872.1,SLC11A2,natural resistance-associated macrophage protein 2
NPIL_105951,BMAW01131492.1,Unknown,hypothetical protein
NPIL_105961,BMAW01131492.1,Unknown,hypothetical protein
NPIL_105971,BMAW01022059.1,pol,retrovirus-related Pol polyprotein from transposon 17.6
NPIL_105991,BMAW01007419.1,Unknown,hypothetical protein
NPIL_106001,BMAW01093223.1,Unknown,hypothetical protein
NPIL_10601,BMAW01111437.1,Unknown,hypothetical protein
NPIL_106011,BMAW01117060.1,Unknown,hypothetical protein
NPIL_10602,BMAW01111437.1,Unknown,hypothetical protein
NPIL_106021,BMAW01034901.1,Unknown,hypothetical protein
NPIL_106031,BMAW01034901.1,Unknown,putative gypsy-29-i dr
NPIL_106041,BMAW01022016.1,AVEN_222096_1,uncharacterized protein
NPIL_106051,BMAW01029469.1,THG1L,probable tRNA(His) guanylyltransferase
NPIL_106061,BMAW01029469.1,Coasy,bifunctional coenzyme A synthase
NPIL_106071,BMAW01029469.1,sdha,"succinate dehydrogenase flavoprotein subunit, mitochondrial"
NPIL_106081,BMAW01029469.1,EAI_03338,histone-lysine N-methyltransferase SETMAR
NPIL_106091,BMAW01029469.1,NCOA7,nuclear receptor coactivator 7
NPIL_106092,BMAW01029469.1,NCOA7,nuclear receptor coactivator 7
NPIL_1061,BMAW01000524.1,PO21_2,retrovirus-related Pol polyprotein from type-1 retrotransposable element R2
NPIL_106101,BMAW01131348.1,Unknown,hypothetical protein
NPIL_10611,BMAW01111437.1,mRpL39,"39S ribosomal protein L39, mitochondrial"
NPIL_106111,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106121,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106131,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106141,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106151,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106161,BMAW01131348.1,AVEN_130546_1,uncharacterized protein
NPIL_106171,BMAW01131348.1,Unknown,hypothetical protein
NPIL_106181,BMAW01131348.1,NCL1_51104,uncharacterized protein
NPIL_106191,BMAW01131348.1,AVEN_237935_1,uncharacterized protein
NPIL_106201,BMAW01131348.1,Unknown,hypothetical protein
NPIL_10621,BMAW01111437.1,nr2c2ap,nuclear receptor 2C2-associated protein
NPIL_106211,BMAW01050553.1,Unknown,hypothetical protein
NPIL_106221,BMAW01050553.1,AVEN_167737_1,uncharacterized protein
NPIL_106231,BMAW01050553.1,RTase_94,putative RNA-directed DNA polymerase from transposon BS
NPIL_106241,BMAW01069490.1,POL_1048,retrovirus-related Pol polyprotein from transposon 412
NPIL_106251,BMAW01071055.1,X975_18849,DUF1758 domain-containing protein
NPIL_106261,BMAW01017611.1,Unknown,hypothetical protein
NPIL_106271,BMAW01017611.1,X975_06660,SCAN domain-containing protein 3
NPIL_106281,BMAW01017611.1,Unknown,hypothetical protein
