# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_gene.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
NPIL_238601	BMAW01000466.1	7637	10186	+	2550	0	0	28	1
NPIL_238611	BMAW01000466.1	11484	11840	+	357	2	0	1	0
NPIL_405261	BMAW01000467.1	7287	10857	+	3571	0	9	1	0
NPIL_687991	BMAW01000471.1	1	458	-	458	0	0	0	0
NPIL_688001	BMAW01000471.1	898	1185	-	288	0	0	0	0
NPIL_688011	BMAW01000471.1	1213	1476	-	264	0	0	0	0
NPIL_385941	BMAW01000475.1	33103	35042	-	1940	0	0	2	2
NPIL_663041	BMAW01000477.1	70110	78338	-	8229	0	0	0	0
NPIL_663051	BMAW01000477.1	81870	82289	-	420	0	0	0	0
NPIL_663061	BMAW01000477.1	101785	102506	-	722	0	0	0	0
NPIL_663071	BMAW01000477.1	102745	103356	-	612	0	0	0	0
NPIL_663081	BMAW01000477.1	124660	125563	+	904	0	0	2	10
NPIL_600021	BMAW01000487.1	2	106	+	105	0	0	0	0
NPIL_704581	BMAW01000490.1	1	222	-	222	0	0	0	0
NPIL_561631	BMAW01000495.1	6886	74355	+	67470	87	83	190	119
NPIL_561641	BMAW01000495.1	79576	113239	+	33664	54	44	129	2
NPIL_561651	BMAW01000495.1	139773	140549	-	777	4	0	2	4
NPIL_561661	BMAW01000495.1	166715	169950	-	3236	0	0	8	0
NPIL_561671	BMAW01000495.1	176113	176421	-	309	52	35	3	84
NPIL_561681	BMAW01000495.1	195518	240415	+	44898	45	162	342	17
NPIL_561691	BMAW01000495.1	251620	253243	-	1624	0	3	5	0
NPIL_561701	BMAW01000495.1	257361	258195	+	835	0	0	2	0
NPIL_574341	BMAW01000500.1	4821	5653	-	833	0	0	0	0
NPIL_698421	BMAW01000503.1	641	973	+	333	0	8	5	0
NPIL_698431	BMAW01000503.1	5845	6276	-	432	0	0	0	0
NPIL_313321	BMAW01000504.1	2861	3092	+	232	0	0	0	0
NPIL_265221	BMAW01000523.1	1387	1542	-	156	0	0	3	0
NPIL_265231	BMAW01000523.1	55548	55862	-	315	0	0	10	0
NPIL_265241	BMAW01000523.1	78631	128680	+	50050	937	2051	325	51
NPIL_265251	BMAW01000523.1	146983	172722	+	25740	2	77	135	2
NPIL_265261	BMAW01000523.1	186997	195063	-	8067	0	6	42	0
NPIL_1061	BMAW01000524.1	1	1715	-	1715	0	2	12	0
NPIL_245151	BMAW01000526.1	205	12498	+	12294	1	8	29	0
NPIL_245161	BMAW01000526.1	12719	14761	-	2043	0	0	0	0
NPIL_619381	BMAW01000532.1	11136	14979	-	3844	0	0	0	0
NPIL_619391	BMAW01000532.1	23241	24131	-	891	0	0	0	0
NPIL_619401	BMAW01000532.1	26245	29118	-	2874	0	0	0	0
NPIL_619411	BMAW01000532.1	41762	52908	-	11147	0	1	3	0
NPIL_264621	BMAW01000540.1	11480	12493	+	1014	570	246	18	1432
NPIL_603201	BMAW01000543.1	8862	9600	+	739	183	0	0	24
NPIL_47851	BMAW01000547.1	1148	1353	+	206	0	0	2	0
NPIL_47861	BMAW01000547.1	18927	19852	-	926	0	0	1	4
NPIL_47871	BMAW01000547.1	28825	30710	+	1886	0	0	0	0
NPIL_47881	BMAW01000547.1	33488	61122	-	27635	8	32	122	32
NPIL_601181	BMAW01000548.1	758	1984	-	1227	0	6	10	1
NPIL_601191	BMAW01000548.1	2504	2770	+	267	0	0	0	0
NPIL_501871	BMAW01000550.1	3645	4130	-	486	0	0	0	0
NPIL_573131	BMAW01000564.1	1122	1303	+	182	2	1	0	3
NPIL_478661	BMAW01000567.1	8994	9491	-	498	0	0	0	0
NPIL_185991	BMAW01000572.1	84403	89208	+	4806	0	0	0	0
NPIL_186001	BMAW01000572.1	95442	95747	-	306	1	1	3	0
NPIL_186011	BMAW01000572.1	206413	206859	-	447	0	0	0	0
NPIL_186021	BMAW01000572.1	222276	225452	-	3177	0	0	2	0
NPIL_186031	BMAW01000572.1	226601	226882	+	282	0	0	1	0
NPIL_186041	BMAW01000572.1	296122	297486	-	1365	0	0	0	0
NPIL_186051	BMAW01000572.1	427185	428237	-	1053	0	0	0	0
NPIL_186061	BMAW01000572.1	484033	484410	+	378	0	0	0	0
NPIL_186071	BMAW01000572.1	491304	491519	+	216	0	0	0	0
NPIL_186081	BMAW01000572.1	513143	515389	+	2247	0	0	11	0
NPIL_186091	BMAW01000572.1	563086	630908	-	67823	1	56	148	2
NPIL_186101	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	652626;775204;786213;803225;828663;833088	741702;775298;786425;803440;828878;833142	-;-;-;-;-;-	89872	4	74	240	10
NPIL_186102	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	768961;775204;786213;803225;828663;833088	768972;775298;786425;803440;828878;833142	-;-;-;-;-;-	807	0	0	0	0
NPIL_186111	BMAW01000572.1	971200	1007116	-	35917	7	51	92	16
NPIL_186121	BMAW01000572.1	1117517	1118086	-	570	0	0	2	0
NPIL_186131	BMAW01000572.1	1165364	1171978	+	6615	0	0	12	0
NPIL_186141	BMAW01000572.1	1223497	1223769	+	273	0	0	4	0
NPIL_186151	BMAW01000572.1	1336557	1338654	-	2098	0	2	4	0
NPIL_186161	BMAW01000572.1	1457754	1457984	-	231	0	0	0	0
NPIL_186171	BMAW01000572.1	1511676	1511969	+	294	0	0	0	0
NPIL_186181	BMAW01000572.1	1513166	1514599	+	1434	0	0	0	0
NPIL_186191	BMAW01000572.1	1550835	1551092	-	258	0	0	0	0
NPIL_186201	BMAW01000572.1	1563546	1564006	+	461	0	0	0	0
NPIL_186211	BMAW01000572.1	1564885	1568050	+	3166	0	0	4	0
NPIL_186221	BMAW01000572.1	1594759	1598380	-	3622	0	0	0	0
NPIL_186231	BMAW01000572.1	1647466	1647887	-	422	0	0	0	0
NPIL_186241	BMAW01000572.1	1696342	1696698	+	357	0	0	0	0
NPIL_186251	BMAW01000572.1	1696729	1697211	+	483	0	0	0	0
NPIL_186261	BMAW01000572.1	1910197	1910621	-	425	0	0	0	0
NPIL_186271	BMAW01000572.1	1976038	1985375	-	9338	4	30	40	19
NPIL_186281	BMAW01000572.1	1997146	1997718	+	573	0	0	0	0
NPIL_186292	BMAW01000572.1;BMAW01000572.1	2027098;2056786	2027302;2058023	+;+	1443	0	0	3	4
NPIL_186291	BMAW01000572.1;BMAW01000572.1	2027098;2032614	2027302;2032684	+;+	276	5	0	0	2
NPIL_186301	BMAW01000572.1	2072414	2101427	-	29014	1565	1909	103	22
NPIL_186311	BMAW01000572.1	2108070	2134757	-	26688	482	286	190	829
NPIL_186321	BMAW01000572.1	2137518	2137886	-	369	0	0	0	0
NPIL_186331	BMAW01000572.1	2144427	2152276	+	7850	1	2	29	0
NPIL_186341	BMAW01000572.1	2152289	2152669	+	381	0	0	1	0
NPIL_186351	BMAW01000572.1	2152768	2153136	+	369	0	0	1	0
NPIL_186361	BMAW01000572.1	2153180	2154192	+	1013	0	0	2	0
NPIL_186372	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	2182128;2185828;2188549;2192326;2192954;2193103;2194279;2196670;2197125;2197339;2198572;2199128;2199275;2199426;2215346	2185242;2185867;2188775;2192473;2193002;2193346;2194672;2196839;2197243;2197441;2198660;2199166;2199308;2199513;2215511	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5025	0	0	1	0
NPIL_186371	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	2182128;2185828;2188549;2192326;2192954;2193103;2194279;2196670;2197125;2197339;2198572;2199128;2199275;2199426;2215346	2185242;2185867;2188718;2192473;2193002;2193346;2194672;2196839;2197243;2197441;2198660;2199166;2199308;2199513;2215511	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4968	0	0	0	0
NPIL_186381	BMAW01000572.1	2240116	2270636	-	30521	1253	333	288	299
NPIL_186391	BMAW01000572.1	2315093	2359070	+	43978	447	208	165	397
NPIL_186401	BMAW01000572.1	2365045	2396375	-	31331	26	45	171	71
NPIL_186411	BMAW01000572.1	2397081	2420035	+	22955	1380	372	99	652
NPIL_186421	BMAW01000572.1	2482234	2482518	-	285	0	0	0	0
NPIL_186431	BMAW01000572.1	2577933	2587546	+	9614	0	2	16	0
NPIL_186441	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	2588714;2590163;2593562;2594384;2598921;2599564;2600682;2600793;2602521;2602735;2611144;2611953;2618075;2621113;2621844;2622709;2631169;2632011;2634234;2636665	2588808;2590295;2593705;2594446;2599052;2599683;2600702;2600912;2602545;2602847;2611257;2612070;2618119;2621234;2621972;2622747;2631363;2632126;2634327;2636868	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2142	0	0	0	0
NPIL_186442	BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1;BMAW01000572.1	2588714;2590163;2593562;2594384;2598921;2599564;2600793;2602521;2602735;2611144;2611953;2618075;2621113;2621844;2622709;2631169;2632011;2634234;2636665	2588808;2590295;2593705;2594446;2599052;2599683;2600912;2602545;2602847;2611257;2612070;2618119;2621234;2621972;2622747;2631363;2632126;2634327;2636868	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2121	0	0	0	0
NPIL_186451	BMAW01000572.1;BMAW01000572.1	2660939;2705148	2669478;2705218	-;-	8611	13	5	10	1
NPIL_186461	BMAW01000572.1	2675445	2675840	-	396	0	0	0	0
NPIL_186471	BMAW01000572.1	2748533	2789546	-	41014	2	38	163	7
NPIL_186481	BMAW01000572.1	2849622	2880080	-	30459	15	42	86	1
NPIL_186491	BMAW01000572.1	2891920	2892116	+	197	0	0	0	0
NPIL_298971	BMAW01000574.1	7929	10681	-	2753	0	0	12	0
NPIL_298981	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	37113;45828;46103;46418;47151;51181;57989;59984;61808;110501	37238;45992;46225;46513;47277;51263;58087;60112;61869;110546	-;-;-;-;-;-;-;-;-;-	1056	0	1	0	0
NPIL_298983	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	37113;45828;46103;46418;47151;51181;57989;59984;61808;78182;83595	37238;45992;46225;46513;47277;51263;58087;60112;61869;78247;83634	-;-;-;-;-;-;-;-;-;-;-	1116	0	0	0	0
NPIL_298982	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	43548;45828;46103;46418;47151;51181;57989;59984;61808;78182;83595	43679;45992;46225;46513;47277;51263;58087;60112;61869;78247;83634	-;-;-;-;-;-;-;-;-;-;-	1122	3	15	23	0
NPIL_298984	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	51315;57989;59984;61808;78182;83595	51401;58087;60112;61869;78247;83634	-;-;-;-;-;-	483	0	0	3	0
NPIL_298991	BMAW01000574.1	95924	96217	-	294	0	4	5	0
NPIL_299002	BMAW01000574.1;BMAW01000574.1	125558;136516	125868;136579	-;-	375	0	0	2	0
NPIL_299001	BMAW01000574.1;BMAW01000574.1	125558;126320	125868;126335	-;-	327	0	0	0	0
NPIL_299011	BMAW01000574.1	197463	197768	+	306	0	2	3	0
NPIL_299021	BMAW01000574.1	267303	267581	-	279	4	0	0	4
NPIL_299031	BMAW01000574.1	448960	449409	+	450	0	0	0	0
NPIL_299041	BMAW01000574.1	449427	449813	+	387	0	0	0	0
NPIL_299051	BMAW01000574.1	522762	529975	+	7214	8	12	38	23
NPIL_299061	BMAW01000574.1	592727	593005	-	279	0	3	11	0
NPIL_299071	BMAW01000574.1	600981	601274	-	294	0	0	5	0
NPIL_299081	BMAW01000574.1	602996	603214	-	219	0	0	2	0
NPIL_299091	BMAW01000574.1	657950	658336	-	387	0	0	4	0
NPIL_299101	BMAW01000574.1	691858	700692	+	8835	8	14	40	8
NPIL_299111	BMAW01000574.1	738766	739011	-	246	4	5	4	2
NPIL_299121	BMAW01000574.1	746508	746735	-	228	0	0	0	0
NPIL_299131	BMAW01000574.1	761996	839743	+	77748	589	391	505	443
NPIL_299141	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	846060;849113;851358;851998;852925;853176;854841;856004;859548;862229;863437;864623;866213;867395;868307;869486;870053;871309;871555;872121;881276;892431;893044;893393;899916;900071	846078;849234;851583;852106;853071;853389;854883;856018;859659;862332;863549;864713;866289;867529;868435;869640;870188;871458;871648;872197;881407;892565;893204;893528;899973;900177	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2997	0	0	0	0
NPIL_299142	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	846060;849113;851358;851998;852925;853176;854841;859548;862229;863437;864623;866213;867395;868307;869486;870053;871309;871555;872121;881276;892431;893044;893393;899916;900071	846078;849234;851583;852106;853071;853389;854883;859659;862326;863549;864713;866289;867529;868435;869640;870188;871458;871648;872197;881407;892565;893204;893528;899973;900177	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2976	0	0	0	0
NPIL_299143	BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1;BMAW01000574.1	846060;849113;851358;851998;852925;853176;854841;859548;862229;863437;864623;866213;867395;868307;869486;870053;871309;871555;872121;881276;892431;893044;893393;899916;900071	846078;849234;851583;852106;853071;853389;854883;859659;862332;863549;864713;866289;867529;868435;869640;870188;871458;871648;872197;881407;892565;893204;893528;899973;900177	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2982	0	0	0	0
NPIL_299151	BMAW01000574.1	948142	948525	+	384	0	0	0	0
NPIL_299161	BMAW01000574.1	1090340	1134251	+	43912	0	19	66	0
NPIL_299171	BMAW01000574.1	1147306	1147605	-	300	0	0	1	0
NPIL_299181	BMAW01000574.1	1156400	1169052	-	12653	0	23	58	2
NPIL_299191	BMAW01000574.1	1257883	1264609	-	6727	0	4	47	0
NPIL_299201	BMAW01000574.1	1296844	1323047	-	26204	38	150	170	17
NPIL_299211	BMAW01000574.1	1324523	1333477	+	8955	4	22	40	8
NPIL_299221	BMAW01000574.1	1369694	1410788	+	41095	273	412	452	142
NPIL_299231	BMAW01000574.1	1426081	1578290	-	152210	174	443	756	16
NPIL_299241	BMAW01000574.1	1586817	1587035	+	219	0	0	0	0
NPIL_299251	BMAW01000574.1	1714910	1715215	-	306	0	2	4	0
NPIL_299261	BMAW01000574.1	1784831	1785091	+	261	0	0	0	0
NPIL_299271	BMAW01000574.1	1816522	1816776	+	255	0	0	0	0
NPIL_299281	BMAW01000574.1	1824418	1826346	-	1929	0	0	10	5
NPIL_299291	BMAW01000574.1	1879125	1888275	-	9151	0	0	0	0
NPIL_299301	BMAW01000574.1	2019960	2026929	-	6970	114	16	39	18
NPIL_299311	BMAW01000574.1	2043567	2047986	+	4420	0	0	14	0
NPIL_299321	BMAW01000574.1	2069211	2069972	+	762	0	0	2	0
NPIL_391691	BMAW01000577.1	716	959	-	244	0	0	0	0
NPIL_392801	BMAW01000587.1	3574	4176	+	603	0	1	2	0
NPIL_392811	BMAW01000587.1	4442	4825	+	384	0	0	0	0
NPIL_524401	BMAW01000603.1	1	274	-	274	0	0	0	0
NPIL_524411	BMAW01000603.1	1077	2462	+	1386	0	25	56	0
NPIL_524421	BMAW01000603.1	2669	5199	+	2531	0	0	8	1
NPIL_486551	BMAW01000609.1	623	5436	+	4814	0	0	0	0
NPIL_486561	BMAW01000609.1	10836	11777	+	942	0	0	0	0
NPIL_486571	BMAW01000609.1	12641	12892	+	252	0	0	0	0
NPIL_463051	BMAW01000612.1	1221	17292	-	16072	551	1141	140	81
NPIL_62921	BMAW01000616.1	10017	18657	-	8641	0	0	8	0
NPIL_62931	BMAW01000616.1	42530	43003	-	474	1	0	0	0
NPIL_62941	BMAW01000616.1	44112	44426	-	315	0	0	0	0
NPIL_62951	BMAW01000616.1	50532	50907	+	376	0	0	0	0
NPIL_321921	BMAW01000621.1	7992	8366	-	375	0	0	0	0
NPIL_192751	BMAW01000626.1	2990	3649	-	660	0	0	0	0
NPIL_192761	BMAW01000626.1	15034	15477	-	444	0	0	0	0
NPIL_120891	BMAW01000633.1	3376	5638	+	2263	0	0	1	0
NPIL_120901	BMAW01000633.1	11540	41026	-	29487	180	144	147	192
NPIL_120911	BMAW01000633.1	48462	50460	+	1999	0	0	4	0
NPIL_279671	BMAW01000651.1	1	734	-	734	0	0	1	0
NPIL_378921	BMAW01000655.1	1553	51875	-	50323	24	63	123	4
NPIL_456051	BMAW01000659.1	121	572	-	452	1	0	4	6
NPIL_367271	BMAW01000665.1	493	3258	+	2766	0	0	9	0
NPIL_511171	BMAW01000669.1	1198	19928	-	18731	4	59	117	0
NPIL_511181	BMAW01000669.1	31738	39782	-	8045	1	10	52	0
NPIL_511191	BMAW01000669.1	47586	52772	-	5187	0	26	54	0
NPIL_511201	BMAW01000669.1	67234	71500	+	4267	0	2	10	0
NPIL_511211	BMAW01000669.1	82531	87358	+	4828	4	0	10	2
NPIL_511221	BMAW01000669.1	92004	100381	+	8378	0	2	15	0
NPIL_511231	BMAW01000669.1	109255	128501	+	19247	0	31	80	4
NPIL_496471	BMAW01000670.1	1	716	-	716	0	0	0	0
NPIL_192561	BMAW01000680.1	958	14188	-	13231	3	18	19	19
NPIL_192571	BMAW01000680.1	18810	34754	-	15945	0	0	1	5
NPIL_192581	BMAW01000680.1	41237	43691	-	2455	0	0	0	0
NPIL_217021	BMAW01000685.1	3058	9663	+	6606	0	0	2	0
NPIL_1851	BMAW01000690.1	6525	13465	+	6941	0	0	0	0
NPIL_599931	BMAW01000709.1	3823	4248	-	426	0	0	0	0
NPIL_287101	BMAW01000715.1	9169	13013	+	3845	2	36	8	3
NPIL_304021	BMAW01000730.1	1636	1906	-	271	0	0	0	0
NPIL_367771	BMAW01000731.1	232	4943	-	4712	0	0	0	0
NPIL_421191	BMAW01000734.1	359	15258	-	14900	40	20	45	12
NPIL_421201	BMAW01000734.1	20419	20892	-	474	0	0	0	0
NPIL_421211	BMAW01000734.1	31152	48469	-	17318	6	58	87	36
NPIL_421221	BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1	70391;85351;88716;111457;117292	71164;85612;89081;111601;117547	-;-;-;-;-	1803	0	0	0	0
NPIL_421222	BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1	70391;85351;88716;111457;117292	71164;85615;89081;111601;117547	-;-;-;-;-	1806	0	0	0	0
NPIL_421231	BMAW01000734.1	148400	148735	-	336	0	0	0	0
NPIL_421241	BMAW01000734.1	151573	151995	+	423	0	6	5	0
NPIL_421251	BMAW01000734.1	154466	158243	-	3778	0	4	28	0
NPIL_421261	BMAW01000734.1	163492	163806	+	315	0	0	0	0
NPIL_421271	BMAW01000734.1	173987	174262	+	276	0	0	4	0
NPIL_421281	BMAW01000734.1	185952	187049	+	1098	0	0	7	0
NPIL_421291	BMAW01000734.1	204269	222295	-	18027	12	72	150	3
NPIL_421301	BMAW01000734.1	279150	281710	-	2561	0	0	8	2
NPIL_421312	BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1	294100;296013;299510;299992;300427;301461;302843;303753;306299;306993;307300;309269;311838;312175;317793;318022	294214;296172;299589;300110;300601;301687;302908;304009;306436;307099;307409;309376;311900;312342;317943;318122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2145	0	0	0	0
NPIL_421311	BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1;BMAW01000734.1	294100;296013;299510;299992;300427;301461;302843;303753;306299;306993;307300;309269;311838;312175;317793;318022	294214;296172;299589;300110;300601;301687;302908;304012;306436;307099;307409;309376;311900;312342;317943;318122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2148	0	0	0	0
NPIL_421321	BMAW01000734.1	318605	323337	+	4733	0	7	39	8
NPIL_421331	BMAW01000734.1	335155	373197	-	38043	2455	184	111	48
NPIL_421341	BMAW01000734.1	411679	411936	-	258	12	0	2	0
NPIL_421351	BMAW01000734.1	449389	449712	-	324	3	7	0	0
NPIL_421361	BMAW01000734.1	501807	525441	+	23635	171	128	105	206
NPIL_421371	BMAW01000734.1	530006	530275	+	270	12	5	4	35
NPIL_421381	BMAW01000734.1	588042	798423	+	210382	175	513	949	12
NPIL_421391	BMAW01000734.1	854795	855107	-	313	0	0	0	0
NPIL_446711	BMAW01000742.1	5180	5473	+	294	0	0	0	0
NPIL_446721	BMAW01000742.1	6445	6840	-	396	0	0	0	0
NPIL_56691	BMAW01000743.1	1081	1156	-	76	0	0	0	0
NPIL_637821	BMAW01000750.1	89	4055	-	3967	0	0	0	0
NPIL_276371	BMAW01000757.1	47661	47888	-	228	0	0	0	0
NPIL_276381	BMAW01000757.1	106566	106826	-	261	0	0	0	0
NPIL_221801	BMAW01000760.1	4452	4593	+	142	0	0	0	0
NPIL_320301	BMAW01000766.1	3566	3841	+	276	0	0	0	0
NPIL_320311	BMAW01000766.1	3923	14737	+	10815	2	1	19	3
NPIL_320321	BMAW01000766.1	62281	63768	+	1488	7	15	4	267
NPIL_320331	BMAW01000766.1	120848	121111	-	264	0	0	2	0
NPIL_320341	BMAW01000766.1	121842	122204	-	363	0	0	0	0
NPIL_320351	BMAW01000766.1	126952	130014	+	3063	0	0	8	0
NPIL_320361	BMAW01000766.1	134156	149449	-	15294	1	0	11	0
NPIL_444081	BMAW01000777.1	4370	15531	+	11162	35	12	3	0
NPIL_331551	BMAW01000785.1	5067	10291	-	5225	0	1	39	1
NPIL_331561	BMAW01000785.1	10436	12785	-	2350	0	16	67	12
NPIL_331571	BMAW01000785.1	13145	16802	-	3658	0	0	51	3
NPIL_331581	BMAW01000785.1	17425	17739	-	315	0	20	10	0
NPIL_331591	BMAW01000785.1	18404	19979	-	1576	0	19	26	1
NPIL_331601	BMAW01000785.1	20248	21000	+	753	0	0	0	0
NPIL_266641	BMAW01000792.1	2	157	+	156	0	0	0	0
NPIL_297961	BMAW01000794.1	1021	1472	+	452	2	0	4	0
NPIL_120581	BMAW01000801.1	5154	6854	-	1701	0	0	0	0
NPIL_120591	BMAW01000801.1	8070	8387	+	318	0	0	0	0
NPIL_120601	BMAW01000801.1	11001	12080	+	1080	0	0	0	0
NPIL_80159	BMAW01000801.1	19475	21738	-	2264	10	2	11	24
NPIL_120611	BMAW01000801.1	19898	20682	+	785	0	0	0	0
NPIL_80160	BMAW01000801.1	21569	21732	-	164	0	0	0	0
NPIL_120621	BMAW01000801.1	22085	22372	-	288	0	0	0	0
NPIL_120631	BMAW01000801.1	22652	23002	+	351	0	0	0	0
NPIL_80161	BMAW01000801.1	23091	24752	-	1662	0	2	0	0
NPIL_120641	BMAW01000801.1	23607	23858	+	252	0	0	0	0
NPIL_120651	BMAW01000801.1	25186	25755	-	570	0	0	0	0
NPIL_120661	BMAW01000801.1	26059	26418	-	360	0	0	0	0
NPIL_120671	BMAW01000801.1	59646	60011	-	366	0	0	0	2
NPIL_241671	BMAW01000802.1	2076	3544	+	1469	0	0	1	0
NPIL_556861	BMAW01000803.1	897	23581	+	22685	12	4	3	0
NPIL_580981	BMAW01000805.1	2	3983	+	3982	0	0	0	0
NPIL_239031	BMAW01000810.1	6915	7235	+	321	0	0	0	0
NPIL_402041	BMAW01000819.1	58	1007	+	950	1	2	2	6
NPIL_552471	BMAW01000820.1	2721	6055	-	3335	2	0	15	0
NPIL_552481	BMAW01000820.1	34522	34833	-	312	0	0	8	0
NPIL_552491	BMAW01000820.1	44011	45123	+	1113	0	0	3	0
NPIL_552501	BMAW01000820.1	45327	55860	+	10534	0	5	66	4
NPIL_100302	BMAW01000827.1;BMAW01000827.1;BMAW01000827.1;BMAW01000827.1;BMAW01000827.1	9009;10521;14243;17248;20253	9196;10727;14524;17335;20297	-;-;-;-;-	810	0	0	0	0
