"","Chr","Start","End","Strand","Length","NPFM1","NPFM2","NPFM3","NPFM4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange"
"NPIL_80257","BMAW01010876.1","2","2208","-",2207,241500,9554,5738,2502,38402.468140004,-4.01771248089366,2.97143728773393,-1.35211081097984,0.17633986938283,0.891821718895381,-16.1976485170156
"NPIL_80258","BMAW01010876.1","2045","2202","-",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80571","BMAW01010901.1","104","177","+",74,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80572","BMAW01010901.1","2895","2968","+",74,0,0,9,0,2.41957642817572,4.86783234049204,4.50561191740474,1.08039316961323,0.279967136168575,0.891821718895381,29.1987021757515
"NPIL_80573","BMAW01011016.1","44536","44607","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80574","BMAW01011071.1;BMAW01011071.1","205188;205244","205224;205279","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80575","BMAW01011071.1","210780","210851","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80576","BMAW01011071.1","210858","210929","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80587","BMAW01011354.1","1180935","1181005","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80586","BMAW01011354.1","1181390","1181460","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80585","BMAW01011354.1","1181550","1181620","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80584","BMAW01011354.1","1181702","1181772","-",71,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80577","BMAW01011354.1","1229131","1229201","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80578","BMAW01011354.1","1229571","1229641","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80579","BMAW01011354.1","1230005","1230075","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80580","BMAW01011354.1","1230462","1230532","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80583","BMAW01011354.1","1373426","1373496","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80582","BMAW01011354.1","1374658","1374728","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80581","BMAW01011354.1","1564919","1564992","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80588","BMAW01011355.1","6747","6819","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80590","BMAW01011659.1","193932","194005","-",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80589","BMAW01011659.1","571269","571360","+",92,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80592","BMAW01011864.1;BMAW01011864.1","337;403","382;440","-;-",84,0,0,12,0,3.22610190423429,5.28275808308375,4.44773735581812,1.18774056569985,0.234935636533782,0.891821718895381,38.9285872266366
"NPIL_80591","BMAW01011864.1;BMAW01011864.1","883;953","920;998","+;+",84,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80593","BMAW01011920.1","309","392","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80594","BMAW01011924.1","456","529","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80595","BMAW01012099.1;BMAW01012099.1","6346;6391","6381;6427","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80596","BMAW01012174.1;BMAW01012174.1","774;833","810;866","+;+",71,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80599","BMAW01012191.1","40408","40480","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80597","BMAW01012191.1","77462","77533","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80598","BMAW01012191.1","114845","114928","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80600","BMAW01012816.1","31365","31439","+",75,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80601","BMAW01013113.1","643787","643858","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80602","BMAW01013180.1","545623","545695","-",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80603","BMAW01013514.1","2","73","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80184","BMAW01013521.1","39012","40811","+",1800,43,10,13,16,17.4723852941649,-0.27592647369869,2.94096618563471,-0.0938217090174193,0.925250786446724,0.977696096790372,-1.21077137596165
"NPIL_80185","BMAW01013521.1","42000","43843","+",1844,26,5,26,14,16.2408254176255,1.0054540243722,2.95862276396281,0.339838534543512,0.733978126754607,0.891821718895381,2.00757519299813
"NPIL_80186","BMAW01013521.1","42006","42154","+",149,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80187","BMAW01013521.1","43890","44721","+",832,321,39,26,20,70.4821844309576,-2.21329996181626,2.92221429621302,-0.757405083085294,0.448807211748889,0.891821718895381,-4.63734789403798
"NPIL_80604","BMAW01013572.1","2141","2212","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80605","BMAW01013762.1","1173","1246","+",74,0,0,9,0,2.41957642817572,4.86783234049204,4.50561191740474,1.08039316961323,0.279967136168575,0.891821718895381,29.1987021757515
"NPIL_80606","BMAW01013762.1","3116","3189","+",74,0,0,18,0,4.83915285635144,5.86759750281111,4.39591465527025,1.33478421738158,0.181946980455291,0.891821718895381,58.3878993663697
"NPIL_80607","BMAW01013762.1","5289","5362","+",74,0,0,24,0,6.45220380846859,6.28250382725041,4.79390686112083,1.31051854140144,0.19002047596814,0.891821718895381,77.8434543697117
"NPIL_80608","BMAW01013762.1","7168","7238","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80611","BMAW01013855.1","12117","12190","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80609","BMAW01013855.1","27511","27583","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80610","BMAW01013855.1","31632","31704","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80612","BMAW01014000.1","2574009","2574081","-",73,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_80613","BMAW01014055.1","308601","308672","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80182","BMAW01014641.1","2160","3442","+",1283,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80614","BMAW01014679.1","12883","12954","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80618","BMAW01014760.1","56","137","-",82,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_80617","BMAW01014760.1","806","890","-",85,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80616","BMAW01014760.1","3468","3549","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80615","BMAW01014760.1","3706","3787","-",82,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_80619","BMAW01014999.1","171361","171433","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80620","BMAW01015210.1","2119","2190","+",72,0,1,7,0,2.25824563453311,2.52766368753535,4.14758360052513,0.609430437331106,0.542239168130067,0.891821718895381,5.76637110710458
"NPIL_80223","BMAW01015302.1","3094","3203","+",110,1,0,19,0,5.24287641904345,4.66967358782283,4.0181981193928,1.16213124616376,0.245182157004585,0.891821718895381,25.4514084047639
"NPIL_80621","BMAW01015411.1","792816","792888","+",73,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_80622","BMAW01015424.1","203604","203676","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80624","BMAW01015479.1","59481","59567","-",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80623","BMAW01015479.1","61792","61879","-",88,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_80625","BMAW01015602.1;BMAW01015602.1","1345;1399","1380;1436","-;-",74,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80627","BMAW01015635.1","190","271","-",82,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80626","BMAW01015635.1","7553","7634","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80628","BMAW01015738.1","75210","75281","-",72,0,2,2,0,1.29038936483193,-0.427078948446214,4.29983812078598,-0.0993244248851272,0.920880686048255,0.976999608286085,-1.34450856753788
"NPIL_80629","BMAW01015873.1","6119","6190","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80631","BMAW01016039.1","1392","1463","-",72,6,13,117,8,39.3633702763212,2.57128979876832,3.07502387837015,0.836185311227949,0.40305066055706,0.891821718895381,5.94340543360655
"NPIL_80630","BMAW01016039.1","2000","2071","-",72,0,0,60,1,16.4063844141942,7.62886687975133,3.95847235471472,1.92722499897341,0.0539515957912948,0.891821718895381,197.932797905633
"NPIL_80632","BMAW01016149.1","51143","51214","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80633","BMAW01016149.1","51585","51656","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80634","BMAW01016158.1","548764","548836","+",73,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_80635","BMAW01016158.1","700613","700684","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80637","BMAW01016227.1","243704","243785","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80636","BMAW01016227.1","353585","353666","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80638","BMAW01016277.1","1514","1585","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80639","BMAW01016409.1","1336","1407","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80259","BMAW01016620.1","177","2093","-",1917,51,12,20,32,25.6000359728374,0.316393604810758,2.92681960713903,0.10810150514197,0.913915174221884,0.976999608286085,1.24521391585576
"NPIL_80640","BMAW01016703.1","955885","955956","-",72,4,2,0,0,1.29223266348282,-3.68329911669473,4.23252070128285,-0.870237708601957,0.384170512536988,0.891821718895381,-12.8464614245354
"NPIL_80641","BMAW01016770.1;BMAW01016770.1","638114;638157","638149;638206","+;+",86,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80643","BMAW01016895.1","29764","29835","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80642","BMAW01016895.1","30208","30279","-",72,0,0,0,2,0.551749786045384,2.73304445395152,4.89103494176563,0.558786532194536,0.57630741495506,0.891821718895381,6.64857175290645
"NPIL_80645","BMAW01017168.1","9638","9710","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80644","BMAW01017168.1","11058","11130","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80248","BMAW01017231.1","63882","63960","+",79,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80646","BMAW01017409.1","63469","63542","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80651","BMAW01017455.1","78","149","-",72,0,0,8,0,2.15073460282286,4.69795996455743,4.53500157820756,1.03593347952357,0.300233177185137,0.891821718895381,25.9553486957577
"NPIL_80650","BMAW01017455.1","298","369","-",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80649","BMAW01017455.1","3877","3948","-",72,0,0,41,0,11.0225148394672,7.05501150349974,4.79010671115775,1.4728297152684,0.14079695764951,0.891821718895381,132.975025509986
"NPIL_80648","BMAW01017455.1","4451","4522","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80647","BMAW01017455.1","4671","4742","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80652","BMAW01017637.1","560308","560391","+",84,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80653","BMAW01017729.1","327453","327523","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80654","BMAW01017734.1","16867","16952","+",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80198","BMAW01018403.1","1641","1752","+",112,0,98,53,0,51.1311967358857,-1.37100932731961,4.56802090299348,-0.300132017001318,0.764076458264992,0.900339757197484,-2.58651458606871
"NPIL_80655","BMAW01018452.1;BMAW01018452.1","321;391","358;436","+;+",84,0,0,16,0,4.30146920564573,5.69770449220414,4.40809721213524,1.29255418336027,0.19616529451338,0.891821718895381,51.9015058621051
"NPIL_80227","BMAW01018698.1","111375","111480","+",106,0,3,6,0,2.74210952330646,0.556120477000182,4.04254790616437,0.137566824168532,0.890582776661848,0.967841534889611,1.47031011435031
"NPIL_80658","BMAW01018703.1","214","285","-",72,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_80657","BMAW01018703.1;BMAW01018703.1","574;627","609;663","-;-",73,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_80656","BMAW01018703.1","1508","1579","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80659","BMAW01018800.1","283387","283467","-",81,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80660","BMAW01018803.1","36113","36184","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80661","BMAW01018810.1","1436329","1436400","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80663","BMAW01018847.1","6487","6558","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80662","BMAW01018847.1;BMAW01018847.1","9509;9565","9545;9597","+;+",70,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80664","BMAW01018914.1","60","132","+",73,1,0,11,2,3.64389160226597,4.12462615853322,3.6387960441063,1.13351397235188,0.256998476970035,0.891821718895381,17.4436030256627
"NPIL_80203","BMAW01019051.1","231864","232765","+",902,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80666","BMAW01019065.1","1308","1379","-",72,0,2,0,0,0.75270571412621,-2.86399280466654,4.85926394632269,-0.589388194653206,0.555600893974388,0.891821718895381,-7.28027428273396
"NPIL_80665","BMAW01019065.1","5236","5307","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80668","BMAW01019136.1","24924","24995","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80667","BMAW01019136.1","172675","172746","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80669","BMAW01019140.1;BMAW01019140.1","30681;30990","30718;31026","-;-",75,1,2,0,3,1.71521213053344,-0.0610770926049507,3.7852885681667,-0.0161353861152339,0.987126383147647,0.992890624801064,-1.04324433938926
"NPIL_80670","BMAW01019286.1","4783","4854","+",72,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_80671","BMAW01019302.1","34210","34291","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80672","BMAW01019302.1","34459","34540","+",82,0,0,15,0,4.03262738029287,5.6046138448281,4.41570021492298,1.26924690808655,0.204353015571233,0.891821718895381,48.658294366215
"NPIL_80673","BMAW01019302.1","34697","34778","+",82,0,1,10,0,3.06477111059168,3.04611578775384,4.09128870465563,0.744536992534298,0.456551670093844,0.891821718895381,8.25985117602937
"NPIL_80674","BMAW01019390.1","63539","63611","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80254","BMAW01019486.1","282404","283374","+",971,18805,97,3261,6745,5310.42664371163,0.0894437753717264,3.09944589295751,0.0288579889634333,0.976977851605589,0.989439933946866,1.0639598983809
"NPIL_80675","BMAW01019486.1","456711","456782","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80676","BMAW01019527.1","6015","6088","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80677","BMAW01019573.1","7272","7352","-",81,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80678","BMAW01019610.1","4864","4936","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80679","BMAW01019660.1","377873","377946","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80681","BMAW01019744.1;BMAW01019744.1","15062;15376","15109;15412","-;-",85,20,2,5,9,7.2774236248778,0.13681175759294,3.05371197771736,0.0448017883124677,0.964265299658656,0.985668377354419,1.09947268109623
"NPIL_80680","BMAW01019744.1;BMAW01019744.1","24020;24340","24065;24376","-;-",83,46,94,40,6,53.9906508537834,-1.74303657877663,3.01370738880439,-0.578369547505452,0.563014649118073,0.891821718895381,-3.34738984097266
"NPIL_80682","BMAW01019956.1","30753","30824","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80683","BMAW01019956.1","144937","145008","+",72,0,3,21,0,6.77473690359933,2.3526051939645,4.62487326979092,0.508685331840641,0.610972805525318,0.891821718895381,5.10745714548416
"NPIL_80684","BMAW01019956.1","186730","186801","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80686","BMAW01020031.1;BMAW01020031.1","3522;3574","3554;3610","-;-",70,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80685","BMAW01020031.1","6561","6632","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80687","BMAW01020105.1","123103","123175","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80688","BMAW01020145.1","2762","2833","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80689","BMAW01020197.1","1095","1167","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80690","BMAW01020378.1","3285","3356","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80691","BMAW01020412.1","478876","478957","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80222","BMAW01020412.1","1024298","1024406","-",109,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80693","BMAW01020412.1","1029921","1029992","-",72,0,2,8,0,2.90344031694907,1.57619213846588,4.04414901855894,0.389746305398886,0.696724152041462,0.891821718895381,2.98181786636165
"NPIL_80692","BMAW01020412.1","1030004","1030076","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80694","BMAW01020490.1","406790","406861","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80695","BMAW01020717.1","531775","531856","+",82,0,7,2,0,3.17215365014745,-2.27237306907719,4.05386216296521,-0.560545222735214,0.575107602649164,0.891821718895381,-4.83117150566475
"NPIL_80696","BMAW01020717.1","642522","642603","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80697","BMAW01020776.1;BMAW01020776.1","354219;354262","354252;354293","-;-",66,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80698","BMAW01020779.1;BMAW01020779.1","514;566","550;601","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80699","BMAW01021002.1","32360","32432","+",73,0,0,7,1,2.1577676704927,4.7026534820604,4.10375509355946,1.14593911548008,0.251820345017172,0.891821718895381,26.0399266949046
"NPIL_80700","BMAW01021002.1","33154","33226","+",73,0,2,81,0,22.5288935677077,4.899803676476,4.64297917912366,1.05531459165424,0.291281469773921,0.891821718895381,29.8529930247118
"NPIL_80701","BMAW01021002.1","34828","34896","+",69,0,0,15,0,4.03262738029287,5.6046138448281,4.41570021492298,1.26924690808655,0.204353015571233,0.891821718895381,48.658294366215
"NPIL_80702","BMAW01021002.1","41642","41715","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80703","BMAW01021002.1","67680","67759","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80707","BMAW01021079.1","1940","2011","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80706","BMAW01021079.1","11599","11670","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80705","BMAW01021079.1","26338","26409","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80704","BMAW01021079.1","35793","35864","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80708","BMAW01021184.1","63688","63759","-",72,2,4,4,0,2.85054220434216,-0.69890450961397,3.60938619570333,-0.193635280825853,0.846461470891852,0.954738635201031,-1.62327171584269
"NPIL_80709","BMAW01021299.1","28234","28307","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80710","BMAW01021428.1","183786","183857","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80711","BMAW01021515.1","568659","568731","+",73,0,1,3,0,1.18287833312168,1.29158594151956,4.36476305410181,0.2959120404728,0.767297255677436,0.900339757197484,2.44797010805858
"NPIL_80712","BMAW01021539.1","8590","8657","+",68,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80713","BMAW01021644.1","452510","452584","+",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80714","BMAW01021706.1;BMAW01021706.1","737;793","774;828","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80715","BMAW01021818.1","187","266","-",80,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80717","BMAW01021843.1","22177","22248","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80716","BMAW01021843.1","22253","22324","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80723","BMAW01021863.1","13135","13215","-",81,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80722","BMAW01021863.1","13310","13391","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80721","BMAW01021863.1","14694","14775","-",82,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_80720","BMAW01021863.1","15003","15084","-",82,0,0,11,0,2.95726007888144,5.15725874089103,4.46294306249121,1.15557350131468,0.247855652045836,0.891821718895381,35.6853184273729
"NPIL_80719","BMAW01021863.1","16497","16578","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80718","BMAW01021863.1","16806","16887","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80724","BMAW01021970.1","422","496","+",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80725","BMAW01022014.1","19423","19494","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80726","BMAW01022152.1","1401","1472","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80727","BMAW01022152.1;BMAW01022152.1","2699;2753","2735;2788","+;+",73,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_80728","BMAW01022152.1","3073","3141","+",69,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80729","BMAW01022152.1","3147","3220","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
