Gene ID,protein_id,Preferred_Name,Pfam_Domains,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description
NPIL_586211,GFS29326.1,,DUF4817,28377.ENSACAP00000022411,32.1,7.46e-05,47.8,0.0,0.0,0.0,0.0,hypothetical protein NPIL_586211 [Nephila pilipes]
NPIL_586221,GFS29329.1,,ASC,7668.SPU_006217-tr,21.6,1.07e-13,81.6,0.0,0.222548367938292,0.384781904094607,0.0366576732121943,uncharacterized protein NPIL_586221 [Nephila pilipes]
,GFS29332.1,8240372,"PAS,PAS_3",121225.PHUM546550-PA,46.5,1.6699999999999998e-81,262.0,,,,,hypoxia-inducible factor 1-alpha [Nephila pilipes]
,GFS29348.1,,"HIF-1a_CTAD,PAS,PAS_3,Rod_C",126957.SMAR009079-PA,28.0,8.45e-29,132.0,,,,,hypoxia-inducible factor 1-alpha [Nephila pilipes]
,GFS29349.1,LOC661654,Sec62,7070.TC006360-PA,62.8,4.36e-75,243.0,,,,,translocation protein SEC62 [Nephila pilipes]
,GFS29351.1,,"RVT_1,SCAN,rve,zf-CCHC",8479.XP_005281549.1,48.1,4.47e-08,56.2,,,,,gag-Pol polyprotein [Nephila pilipes]
,GFS29355.1,,DAGK_cat,126957.SMAR005695-PA,40.3,4.44e-88,284.0,,,,,"acylglycerol kinase, mitochondrial [Nephila pilipes]"
NPIL_586381,GFS29357.1,,Pkinase,13249.RPRC010221-PA,46.2,2.79e-63,204.0,2.48646833625931,1.71433239217244,0.262039040872509,14.9285436069107,hypothetical protein NPIL_586381 [Nephila pilipes]
"NPIL_362061,",GFS29363.1,NPR2,"Guanylate_cyc,HNOBA",7897.ENSLACP00000000723,85.7,3.7e-14,70.1,,,,,"hypothetical protein NPIL_362061, partial [Nephila pilipes]"
,GFS29369.1,,DnaJ,13249.RPRC004186-PA,45.5,2.8899999999999995e-42,145.0,,,,,dnaJ homolog subfamily C member 12 [Nephila pilipes]
,GFS29371.1,,DUF4371,7029.ACYPI083390-PA,68.5,2.04e-92,290.0,,,,,protein ZBED8 [Nephila pilipes]
,GFS29374.1,v1g81041,LIN52,45351.EDO49448,61.3,9.810000000000001e-35,124.0,,,,,protein lin-52 homolog [Nephila pilipes]
,GFS29378.1,,VPS9,126957.SMAR010586-PA,40.5,1.82e-203,628.0,,,,,protein sprint [Nephila pilipes]
,GFS29380.1,,VPS9,126957.SMAR010586-PA,40.8,4.23e-205,633.0,,,,,protein sprint [Nephila pilipes]
,GFS29384.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,52.3,1.96e-13,74.3,,,,,DUF5641 domain-containing protein [Nephila pilipes]
,GFS29387.1,,rve,7425.NV25322-PA,56.8,4.1599999999999994e-23,100.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_586531,GFS29388.1,100141774,"DUF4371,RVT_1",7070.TC011569-PA,34.5,3.71e-16,82.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_586531 [Nephila pilipes]
,GFS29395.1,SDE2,"Telomere_Sde2,Telomere_Sde2_2",38654.XP_006016626.1,36.9,4.23e-50,181.0,,,,,replication stress response regulator SDE2 [Nephila pilipes]
,GFS29397.1,,"PH,RhoGEF",126957.SMAR007079-PA,47.5,7.3e-218,665.0,,,,,pleckstrin homology domain-containing family G member 4B [Nephila pilipes]
,GFS29404.1,8237552,Patched,121225.PHUM390440-PA,34.4,3.1e-09,60.8,,,,,"protein patched 1, partial [Nephila pilipes]"
NPIL_586641,GFS29413.1,,DUF4817,28377.ENSACAP00000022415,50.7,1.5900000000000001e-105,318.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_586641 [Nephila pilipes]
,GFS29420.1,,bZIP_Maf,126957.SMAR005690-PA,40.3,5.79e-49,176.0,,,,,transcription factor MafB [Nephila pilipes]
NPIL_205141,GFS29435.1,,DUF4817,6087.XP_004208604.1,43.8,0.000307,45.4,0.0,0.0,0.0,0.0,hypothetical protein NPIL_205141 [Nephila pilipes]
,GFS29437.1,,"GBP,GBP_C",126957.SMAR003080-PA,58.2,3.8100000000000006e-210,602.0,,,,,atlastin-2 [Nephila pilipes]
,GFS29440.1,,"ELM2,zf-C2H2,zf-C2H2_6",126957.SMAR003081-PA,40.5,7.330000000000001e-212,669.0,,,,,mitotic deacetylase-associated SANT domain protein [Nephila pilipes]
,GFS29449.1,LBR,"ERG4_ERG24,LBR_tudor",52644.XP_010576008.1,33.2,2.99e-54,203.0,,,,,delta(14)-sterol reductase LBR [Nephila pilipes]
,GFS29451.1,,"ERG4_ERG24,Forkhead,LBR_tudor,VASP_tetra,WH1",126957.SMAR014430-PA,48.2,2.72e-58,214.0,,,,,protein enabled [Nephila pilipes]
,GFS29455.1,,SRP9-21,6500.XP_005097009.1,69.2,1.02e-33,117.0,,,,,signal recognition particle 9 kDa protein [Nephila pilipes]
,GFS29457.1,L798_07010,MRP-L47,136037.KDR19128,44.3,2.36e-60,199.0,,,,,"39S ribosomal protein L47, mitochondrial [Nephila pilipes]"
,GFS29459.1,,MAP65_ASE1,7739.XP_002610438.1,30.2,7.18e-59,215.0,,,,,protein regulator of cytokinesis 1 [Nephila pilipes]
,GFS29463.1,L798_14929,"Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C",136037.KDR11149,43.2,1.6100000000000002e-291,855.0,,,,,alpha-mannosidase 2 [Nephila pilipes]
,GFS29474.1,POLQ,"DEAD,DNA_pol_A,Helicase_C",7955.ENSDARP00000065555,35.7,0.0,1169.0,,,,,DNA polymerase theta [Nephila pilipes]
,GFS29476.1,,"ECR1_N,EXOSC1",6669.EFX78464,56.0,1.23e-64,205.0,,,,,exosome complex component CSL4 [Nephila pilipes]
,GFS29478.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",28377.ENSACAP00000020137,59.5,5.25e-51,177.0,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
,GFS29486.1,,"BRF1,TFIIB,TF_Zn_Ribbon",10224.XP_006820568.1,42.6,1.7399999999999999e-134,419.0,,,,,transcription factor IIIB 90 kDa subunit [Nephila pilipes]
NPIL_205431,GFS29499.1,GH19391,"Ald_Xan_dh_C2,RVT_2",7222.FBpp0153297,37.2,1.43e-07,56.2,0.0799673503059669,0.264646430981467,0.337097681393617,0.0,hypothetical protein NPIL_205431 [Nephila pilipes]
,GFS29502.1,,rve,7425.NV25531-PA,47.8,8.49e-32,134.0,,,,,pro-Pol polyprotein [Nephila pilipes]
,GFS29503.1,,RVT_1,400682.PAC_15708139,36.4,2.39e-19,92.4,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
,GFS29505.1,znf106,WD40,8083.ENSXMAP00000009451,25.4,2.16e-12,80.9,,,,,zinc finger protein 106 [Nephila pilipes]
,GFS29507.1,,"ADAM_spacer1,I-set,Kunitz_BPTI,PLAC,TSP_1,WAP",6669.EFX84732,39.6,0.0,1155.0,,,,,papilin [Nephila pilipes]
,GFS29508.1,,"ADAM_spacer1,I-set,Kunitz_BPTI,PLAC,TSP_1,WAP",6669.EFX84732,39.6,0.0,1152.0,,,,,papilin [Nephila pilipes]
,GFS29510.1,,"BTB,MATH",10224.XP_002735147.1,33.9,1.5500000000000001e-21,104.0,,,,,speckle-type POZ protein-like B [Nephila pilipes]
NPIL_205531,GFS29512.1,,"BTB,MATH",6500.XP_005095091.1,40.7,9.94e-22,105.0,0.177772180408894,0.6863788997447,0.149877642820071,0.0,hypothetical protein NPIL_205531 [Nephila pilipes]
,GFS29527.1,MAMDC4,"Ldl_recept_a,MAM",7897.ENSLACP00000002947,31.4,2.28e-08,58.2,,,,,"MAM and LDL-receptor class A domain-containing protein 2, partial [Nephila pilipes]"
,GFS29530.1,,Sugar_tr,7091.BGIBMGA002970-TA,36.0,4.19e-52,189.0,,,,,organic cation transporter 1 [Nephila pilipes]
,GFS29532.1,,Tmemb_cc2,126957.SMAR008153-PA,54.7,6.12e-137,421.0,,,,,transmembrane and coiled-coil domains protein 2 [Nephila pilipes]
,GFS29534.1,,Tmemb_cc2,126957.SMAR008153-PA,55.0,4.85e-136,418.0,,,,,transmembrane and coiled-coil domains protein 2 [Nephila pilipes]
NPIL_227721,GFS29535.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7029.ACYPI48436-PA,56.1,0.000305,48.1,0.0,0.0,0.182561424620461,0.0,hypothetical protein NPIL_227721 [Nephila pilipes]
NPIL_227731,GFS29538.1,,DDE_Tnp_1_7,8128.ENSONIP00000023330,42.0,5.42e-06,50.4,0.0,0.0,0.131452499684226,0.0,hypothetical protein NPIL_227731 [Nephila pilipes]
,GFS29540.1,,PRELI,32264.tetur26g01710.1,75.5,1.34e-50,163.0,,,,,SEC14-like protein 1 [Nephila pilipes]
,GFS29543.1,L798_09163,"CRAL_TRIO,CRAL_TRIO_N,PRELI",136037.KDR15458,59.2,6.46e-101,316.0,,,,,SEC14-like protein 1 [Nephila pilipes]
NPIL_227781,GFS29557.1,,Histone,72664.XP_006417719.1,32.9,6.8e-09,59.7,0.0,0.0,0.466872375639047,0.0,uncharacterized protein NPIL_227781 [Nephila pilipes]
,GFS29559.1,,"PH,START",126957.SMAR006800-PA,67.4,5.38e-301,836.0,,,,,ceramide transfer protein [Nephila pilipes]
,GFS29560.1,,PEP-utilizers,126957.SMAR007078-PA,59.8,1.8199999999999999e-34,123.0,,,,,"putative phosphoenolpyruvate synthase, partial [Nephila pilipes]"
NPIL_227801,GFS29562.1,,"Peptidase_A17,rve",7425.NV15429-PA,32.8,1.8e-19,97.4,0.0722301541342934,0.0,0.197913289673074,0.0,uncharacterized protein NPIL_227801 [Nephila pilipes]
NPIL_227811,GFS29564.1,107359179,Jiraiya,32264.tetur03g08890.1,61.3,1.45e-75,247.0,0.0620779947655527,0.0604243654527204,0.200112938940671,0.0674590010171466,uncharacterized protein NPIL_227811 [Nephila pilipes]
,GFS29566.1,,"DUF4371,Dimer_Tnp_hAT",8128.ENSONIP00000025701,42.9,3.4399999999999997e-146,441.0,,,,,protein ZBED8 [Nephila pilipes]
NPIL_227841,GFS29567.1,,"F-box,FBA",126957.SMAR010659-PA,39.1,1.32e-60,201.0,0.104799503954954,0.183047441341024,0.287154510916153,0.0968011191405976,hypothetical protein NPIL_227841 [Nephila pilipes]
,GFS29568.1,,"ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN",10042.XP_006993378.1,77.8,0.0,1284.0,,,,,ribonucleoside-diphosphate reductase large subunit [Nephila pilipes]
,GFS29570.1,L798_10943,PfkB,136037.KDR23079,60.8,1.73e-149,431.0,,,,,adenosine kinase 2 [Nephila pilipes]
,GFS29571.1,,INSIG,10224.XP_002730421.1,53.4,1.0799999999999999e-67,213.0,,,,,insulin-induced gene 1 protein [Nephila pilipes]
,GFS29572.1,,"FA,FERM_C,FERM_M,FERM_N",6669.EFX73365,56.1,2.6599999999999997e-197,590.0,,,,,band 4.1-like protein 5 [Nephila pilipes]
,GFS29580.1,,"5_nucleotid_C,Metallophos",6669.EFX89030,67.9,2.04e-16,78.6,,,,,"5'-nucleotidase, partial [Nephila pilipes]"
,GFS29616.1,AAEL004048,"MFS_1,UNC-93",7159.AAEL004048-PA,38.0,1.97e-111,345.0,,,,,UNC93-like protein [Nephila pilipes]
,GFS29618.1,LOC655257,RRF,7070.TC001287-PA,41.2,1.09e-47,167.0,,,,,"ribosome-recycling factor, mitochondrial [Nephila pilipes]"
NPIL_414761,GFS29620.1,,"DUF1758,DUF1759",400682.PAC_15705602,26.3,0.000222,51.2,0.0,0.0,0.231803766925681,0.0,uncharacterized protein NPIL_414761 [Nephila pilipes]
,GFS29622.1,LOC657121,"Lactamase_B_2,Lactamase_B_4",7070.TC006728-PA,41.4,3.34e-199,592.0,,,,,zinc phosphodiesterase ELAC protein 2 [Nephila pilipes]
,GFS29624.1,,RRM_1,7739.XP_002600190.1,49.3,5.209999999999999e-40,142.0,,,,,probable RNA-binding protein 18 [Nephila pilipes]
NPIL_414791,GFS29626.1,,AhpC-TSA_2,7739.XP_002587381.1,52.3,1.67e-59,191.0,3.00570887326898,0.725928778187253,1.04961808214388,1.11709542405104,hypothetical protein NPIL_414791 [Nephila pilipes]
NPIL_414801,GFS29629.1,v1g95672,Trypsin,45351.EDO44251,28.2,2.11e-09,63.5,7.35545052086581,8.36862062570689,0.606399614403636,8.9375950399385,uncharacterized protein NPIL_414801 [Nephila pilipes]
,GFS29631.1,,"DDE_Tnp_4,HTH_Tnp_4",400682.PAC_15701497,43.5,7.73e-53,189.0,,,,,THAP-type domain-containing protein [Nephila pilipes]
,GFS29634.1,,YqaJ,8479.XP_005284073.1,36.8,5.480000000000001e-21,95.1,,,,,SWIM-type domain-containing protein [Nephila pilipes]
NPIL_414821,GFS29636.1,GH11821,"F5_F8_type_C,Lectin_C,Sushi",7222.FBpp0145727,33.3,4.05e-11,72.8,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_414821 [Nephila pilipes]
NPIL_414823,GFS29638.1,,VWA,9365.XP_007537336.1,34.4,2.28e-10,65.5,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_414823 [Nephila pilipes]
,GFS29639.1,SVEP1,"EGF,EGF_CA,Ephrin_rec_like,HYR,Pentaxin,Sushi,VWA",42254.XP_004600512.1,34.8,3.6e-11,73.9,,,,,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 [Nephila pilipes]"
,GFS29640.1,,"RhoGEF,SH3_9",6669.EFX87681,48.4,2e-139,443.0,,,,,rho guanine nucleotide exchange factor 26 [Nephila pilipes]
,GFS29643.1,,Rer1,10224.XP_006819210.1,66.5,1.4400000000000002e-85,258.0,,,,,protein RER1 [Nephila pilipes]
,GFS29644.1,,Gaa1,69319.XP_008551996.1,49.2,1.5400000000000002e-122,387.0,,,,,glycosylphosphatidylinositol anchor attachment 1 protein [Nephila pilipes]
,GFS29645.1,Crc,Calreticulin,7460.GB40461-PA,72.5,1.1e-138,409.0,,,,,calreticulin [Nephila pilipes]
NPIL_414891,GFS29647.1,GPALPP1,DUF3752,7897.ENSLACP00000012049,32.2,2.65e-10,68.2,23.3935861342346,3.12658626907575,0.396190502036323,16.277339580589,uncharacterized protein NPIL_414891 [Nephila pilipes]
,GFS29648.1,SPATA5,AAA,225400.XP_006762944.1,34.1,2.5800000000000003e-125,400.0,,,,,ATPase family protein 2 homolog [Nephila pilipes]
,GFS29649.1,,RRM_1,7460.GB54094-PA,68.5,1.5399999999999998e-48,167.0,,,,,protein boule [Nephila pilipes]
,GFS29654.1,,Cir_N,126957.SMAR005249-PA,76.7,1.84e-114,348.0,,,,,corepressor interacting with RBPJ 1 [Nephila pilipes]
,GFS29707.1,,DUF4371,7029.ACYPI53769-PA,51.2,2.93e-14,74.3,,,,,SCAN domain-containing protein 3 [Nephila pilipes]
,GFS29716.1,AND_006791,Sugar_tr,43151.ADAC006791-PA,65.6,2.28e-183,536.0,,,,,"glucose transporter type 1, partial [Nephila pilipes]"
,GFS29729.1,,Phospholip_A2_2,7091.BGIBMGA012929-TA,48.9,2.43e-40,146.0,,,,,phospholipase A2 [Nephila pilipes]
,GFS29731.1,,"CENP-B_N,DDE_1",6087.XP_004206973.1,51.0,9.560000000000001e-35,133.0,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
,GFS29761.1,Smp_147460,Ceramidase_alk,6183.Smp_147460.1,68.6,7.6399999999999995e-25,103.0,,,,,neutral ceramidase 2 [Nephila pilipes]
,GFS29822.1,v1g246622,FeS_assembly_P,45351.EDO34306,55.6,7.31e-45,150.0,,,,,cytosolic iron-sulfur assembly component 2A [Nephila pilipes]
,GFS29824.1,,"HGTP_anticodon,WHEP-TRS,tRNA-synt_2b",69319.XP_008559226.1,51.8,1.32e-18,87.8,,,,,"glycine--tRNA ligase, partial [Nephila pilipes]"
,GFS29842.1,,"Homeobox,TF_Otx",144197.XP_008280857.1,41.8,1.0800000000000001e-27,115.0,,,,,homeobox protein otx5-A [Nephila pilipes]
,GFS29868.1,,"DUF4339,DnaJ",6500.XP_005092835.1,60.2,0.0,2704.0,,,,,dnaJ homolog subfamily C member 13 [Nephila pilipes]
NPIL_235161,GFS29877.1,AT2G24480,zf-RING_2,3702.AT2G24480.1,40.4,5.97e-05,50.4,0.0,0.725901414593518,2.3578031690223,0.0,hypothetical protein NPIL_235161 [Nephila pilipes]
,GFS29890.1,L798_07538,zf-RING_2,136037.KDR18134,56.9,1.48e-37,133.0,,,,,RING finger protein 11 [Nephila pilipes]
,GFS29892.1,G5I_04210,HTH_24,103372.F4WF04,43.5,3.24e-16,76.6,,,,,HTH_48 domain-containing protein [Nephila pilipes]
,GFS29895.1,L798_14233,"Fer4_20,GATase_2,GXGXG,Glu_syn_central,Glu_synthase,Pyr_redox_2",136037.KDR11809,68.6,0.0,2871.0,,,,,putative glutamate synthase [Nephila pilipes]
,GFS29898.1,CYP6N6,p450,7159.AAEL009126-PA,54.4,1.86e-33,129.0,,,,,"cytochrome P450 9e2, partial [Nephila pilipes]"
,GFS29907.1,LOC654860,ANTH,7070.TC002717-PA,46.2,7.47e-140,429.0,,,,,phosphatidylinositol-binding clathrin assembly protein LAP [Nephila pilipes]
,GFS29909.1,LOC654860,ANTH,7070.TC002717-PA,47.2,1.55e-140,431.0,,,,,phosphatidylinositol-binding clathrin assembly protein [Nephila pilipes]
NPIL_235291,GFS29913.1,,"P_proprotein,Peptidase_S8,S8_pro-domain",126957.SMAR004731-PA,45.1,2.27e-172,516.0,0.163303088927983,0.256572672803035,0.335853126172932,0.0685634827837108,hypothetical protein NPIL_235291 [Nephila pilipes]
NPIL_235292,GFS29915.1,,"P_proprotein,Peptidase_S8,S8_pro-domain",126957.SMAR004731-PA,50.9,2.48e-94,302.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_235292 [Nephila pilipes]
,GFS29928.1,LOC662693,"RNF220,zf-C3HC4_2",7070.TC010885-PA,38.4,5.22e-53,189.0,,,,,e3 ubiquitin-protein ligase RNF220 [Nephila pilipes]
,GFS29938.1,107368421,Metallophos,32264.tetur26g01810.1,41.5,6.41e-68,219.0,,,,,metallophos domain-containing protein [Nephila pilipes]
,GFS30003.1,,DDE_Tnp_1_7,7029.ACYPI004392-PA,46.8,2.98e-05,49.3,,,,,DDE_Tnp_1_7 domain-containing protein [Nephila pilipes]
NPIL_657831,GFS30006.1,,DUF1759,7213.XP_004527483.1,28.4,7e-09,58.9,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_657831 [Nephila pilipes]
"NPIL_614681,",GFS30030.1,,p450,8081.XP_008403244.1,61.7,1.83e-08,55.5,,,,,"hypothetical protein NPIL_614681, partial [Nephila pilipes]"
,GFS30047.1,,Sulfotransfer_1,7994.ENSAMXP00000025721,72.3,1.26e-109,320.0,,,,,heparan sulfate glucosamine 3-O-sulfotransferase 3A1 [Nephila pilipes]
,GFS30049.1,,Sulfotransfer_1,126957.SMAR011232-PA,86.3,1.6999999999999997e-23,99.4,,,,,heparan sulfate glucosamine 3-O-sulfotransferase 2 [Nephila pilipes]
,GFS30051.1,,Peptidase_A17,6087.XP_002157550.2,33.9,1.1100000000000001e-21,99.0,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
,GFS30056.1,,PCI,126957.SMAR007398-PA,71.6,9.24e-230,645.0,,,,,26S proteasome non-ATPase regulatory subunit 12 [Nephila pilipes]
NPIL_172801,GFS30069.1,,HTH_Tnp_Tc3_2,144197.XP_008296454.1,45.3,0.000202,45.4,0.0,0.0,0.0,0.0,hypothetical protein NPIL_172801 [Nephila pilipes]
,GFS30078.1,,Collagen,126957.SMAR001051-PA,63.1,4.26e-80,290.0,,,,,collagen alpha-1(IX) chain [Nephila pilipes]
,GFS30080.1,,Collagen,126957.SMAR001051-PA,63.1,2.6400000000000003e-80,290.0,,,,,collagen alpha-1(IX) chain [Nephila pilipes]
,GFS30130.1,20217691,p450,6412.HelroP96929,35.4,1.31e-09,63.2,,,,,cytochrome P450 3A24 [Nephila pilipes]
,GFS30139.1,8238948,"RED_C,RED_N",121225.PHUM269260-PA,56.5,1.21e-15,79.7,,,,,"protein Red, partial [Nephila pilipes]"
,GFS30150.1,,"RVT_1,zf-CCHC",7213.XP_004529364.1,44.8,2.84e-14,77.0,,,,,pro-Pol polyprotein [Nephila pilipes]
,GFS30152.1,,"Asp_protease_2,DUF1759,Peptidase_A17,rve",7668.SPU_008139-tr,40.7,1.23e-05,49.7,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_13851,GFS30167.1,,DUF3689,6500.XP_005093556.1,43.1,2.1999999999999998e-172,522.0,0.380472999169059,0.405342535190452,0.705259708796973,0.380320052486707,hypothetical protein NPIL_13851 [Nephila pilipes]
,GFS30169.1,,"Peptidase_A17,rve",7425.NV15429-PA,41.0,6.79e-30,127.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS30171.1,LOC589543,DHO_dh,7668.SPU_018046-tr,55.4,1.4599999999999998e-146,427.0,,,,,dihydroorotate dehydrogenase [Nephila pilipes]
,GFS30178.1,,SRCR,34740.HMEL017956-PA,48.3,2.2e-24,102.0,,,,,protein bark beetle [Nephila pilipes]
,GFS30180.1,,SRCR,32264.tetur04g07130.1,41.4,0.0,1962.0,,,,,protein bark beetle [Nephila pilipes]
,GFS30184.1,L798_08087,WD40,136037.KDR17686,68.3,1.27e-292,817.0,,,,,WD repeat-containing protein 26 [Nephila pilipes]
,GFS30186.1,L798_08087,WD40,136037.KDR17686,67.5,1.27e-289,810.0,,,,,WD repeat-containing protein 26 [Nephila pilipes]
,GFS30191.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,38.9,8.79e-14,77.0,,,,,DUF5641 domain-containing protein [Nephila pilipes]
,GFS30193.1,,"Amnionless,Galactosyl_T,SART-1",126957.SMAR003056-PA,32.6,5.6e-47,184.0,,,,,protein amnionless [Nephila pilipes]
,GFS30198.1,,Acetyltransf_1,126957.SMAR000507-PA,86.3,3.18e-59,187.0,,,,,n-alpha-acetyltransferase 50 [Nephila pilipes]
,GFS30200.1,,"CPSF_A,MMS1_N",126957.SMAR008410-PA,61.1,0.0,1790.0,,,,,cleavage and polyadenylation specificity factor subunit 1 [Nephila pilipes]
,GFS30202.1,,"Vps54,Vps54_N",6500.XP_005105432.1,45.5,3.7200000000000003e-132,414.0,,,,,"vacuolar protein sorting-associated protein 54, partial [Nephila pilipes]"
,GFS30204.1,,"Vps54,Vps54_N",6500.XP_005105432.1,44.0,1.55e-93,306.0,,,,,"vacuolar protein sorting-associated protein 54, partial [Nephila pilipes]"
NPIL_14022,GFS30208.1,L798_03879,"Ank_2,Ank_4",136037.KDR20941,55.4,2.39e-115,371.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_14022 [Nephila pilipes]
,GFS30210.1,L798_03879,"Ank_2,Ank_4",136037.KDR20941,63.8,9e-120,383.0,,,,,inversin-A [Nephila pilipes]
NPIL_14041,GFS30214.1,ZFYVE19,FYVE,29078.XP_008141232.1,32.5,2.88e-40,151.0,0.526759931626364,0.394073809629249,0.336907338264654,0.771780351306323,hypothetical protein NPIL_14041 [Nephila pilipes]
,GFS30216.1,,B9-C2,7739.XP_002589038.1,62.4,1.1600000000000001e-85,257.0,,,,,b9 domain-containing protein 2 [Nephila pilipes]
,GFS30218.1,,CYTH,7918.ENSLOCP00000020705,52.4,1.18e-53,175.0,,,,,CYTH domain-containing protein [Nephila pilipes]
,GFS30220.1,APIP,Aldolase_II,9371.XP_004708346.1,74.0,3.1899999999999998e-115,335.0,,,,,methylthioribulose-1-phosphate dehydratase [Nephila pilipes]
,GFS30222.1,,COMM_domain,10224.XP_006821404.1,47.0,5.2699999999999996e-52,172.0,,,,,COMM domain-containing protein 9 [Nephila pilipes]
,GFS30225.1,,"DENN,uDENN",126957.SMAR012003-PA,56.7,0.0,1716.0,,,,,MAP kinase-activating death domain protein [Nephila pilipes]
,GFS30227.1,,"DENN,uDENN",126957.SMAR012003-PA,55.9,0.0,1600.0,,,,,MAP kinase-activating death domain protein [Nephila pilipes]
"NPIL_195411,",GFS30251.1,L798_13748,"BACK,BTB,TLD",136037.KDR12261,70.9,1.91e-207,585.0,,,,,"uncharacterized protein NPIL_195411, partial [Nephila pilipes]"
,GFS30253.1,KGM_214967,Helitron_like_N,13037.EHJ68632,50.1,3.5200000000000004e-252,741.0,,,,,ATP-dependent DNA helicase [Nephila pilipes]
,GFS30255.1,,"Histone,Histone_H2A_C",400682.PAC_15704216,100.0,2.9500000000000003e-35,124.0,,,,,histone H2A [Nephila pilipes]
,GFS30266.1,,DUF4817,28377.ENSACAP00000022415,40.2,3.82e-20,92.8,,,,,"t-complex protein 1 subunit delta, partial [Nephila pilipes]"
NPIL_499441,GFS30280.1,,MULE,7029.ACYPI44292-PA,43.8,1.1900000000000002e-43,154.0,0.0,0.0,0.579003295552356,0.0,uncharacterized protein NPIL_499441 [Nephila pilipes]
NPIL_499451,GFS30282.1,,MULE,7029.ACYPI35419-PA,53.6,2.7e-18,89.0,0.0,0.0,0.820719251811145,0.0,hypothetical protein NPIL_499451 [Nephila pilipes]
,GFS30286.1,,adh_short,7918.ENSLOCP00000021289,55.2,8.56e-18,82.4,,,,,"estradiol 17-beta-dehydrogenase 2, partial [Nephila pilipes]"
,GFS30311.1,,C2,32264.tetur05g07820.1,32.2,3.74e-56,203.0,,,,,synaptotagmin-A [Nephila pilipes]
,GFS30313.1,,C2,10224.XP_002733974.1,30.6,1.12e-43,166.0,,,,,synaptotagmin-17 [Nephila pilipes]
NPIL_642,GFS30314.1,,"Ig_3,Kazal_2",69319.XP_008555212.1,60.5,0.0,1019.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_642 [Nephila pilipes]
NPIL_641,GFS30315.1,,"Ig_3,Kazal_2",69319.XP_008555212.1,60.0,0.0,1006.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_641 [Nephila pilipes]
,GFS30326.1,pfdn1,Prefoldin_2,8010.XP_010869527.1,59.3,3.31e-38,132.0,,,,,prefoldin subunit 1 [Nephila pilipes]
NPIL_732,GFS30328.1,LOC594676,Na_H_Exchanger,7668.SPU_004881-tr,47.5,3.76e-135,414.0,1.11743850032812,0.136966135332514,0.0,0.0,hypothetical protein NPIL_732 [Nephila pilipes]
NPIL_731,GFS30330.1,LOC594676,Na_H_Exchanger,7668.SPU_004881-tr,47.5,2.24e-135,414.0,0.0684970044723003,0.0,0.0,0.253077025767114,hypothetical protein NPIL_731 [Nephila pilipes]
NPIL_741,GFS30334.1,,Na_H_Exchanger,6500.XP_005112306.1,48.2,3.12e-113,353.0,0.29872029374425,0.776752594550345,1.00739032138614,0.532134733900877,hypothetical protein NPIL_741 [Nephila pilipes]
,GFS30339.1,,rve,7425.NV25531-PA,53.4,1e-83,273.0,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes]
NPIL_781,GFS30343.1,,HLH,7460.GB53235-PA,48.7,1.21e-10,65.9,0.0286369073354499,0.0710789024365266,0.223326830288084,0.0396769723259662,hypothetical protein NPIL_781 [Nephila pilipes]
,GFS30344.1,,TMEM70,7213.XP_004524563.1,51.1,1.41e-25,104.0,,,,,transmembrane protein 70-like protein [Nephila pilipes]
,GFS30348.1,,HAD_2,69319.XP_008558045.1,39.2,7.75e-49,169.0,,,,,n-acylneuraminate-9-phosphatase [Nephila pilipes]
,GFS30350.1,,"Lig_chan,Lig_chan-Glu_bd",10228.TriadP25027,22.4,2.87e-15,85.5,,,,,lig_chan-Glu_bd domain-containing protein [Nephila pilipes]
,GFS30351.1,,SWIB,126957.SMAR010004-PA,87.1,7.07e-246,694.0,,,,,brahma-associated protein of 60 kDa [Nephila pilipes]
