Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,KEGG_Module,KEGG_EC,KEGG_BRITE,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description,GO_Terms,eggNOG_OGs
,GFS28894.1,,,,,,,7029.ACYPI29505-PA,36.4,1.39e-33,130.0,,,,,t-complex protein 1 subunit delta [Nephila pilipes],,"2B4CP@1,2S0GP@2759,3A33R@33154,3BQUW@33208,3E422@33213,3SZNU@50557,41ZVH@6656"
,GFS28900.1,,ko:K05635,"ko05145,map05165,map04510,map05145,map04512,map05200,ko05222,ko05146,ko04151,ko05165,map05146,ko04512,ko04510,ko05020,map05222,ko05200,map04151,map05020",,,"ko04516,ko00001,ko00000",6669.EFX77181,65.1,1.16e-93,309.0,,,,,laminin subunit gamma-1 [Nephila pilipes],,"38B3X@33154,3BCDS@33208,3CVEC@33213,41Y0T@6656,KOG1836@1,KOG1836@2759"
,GFS28926.1,,,,,,,113370.Q0E593_SFAVA,29.9,0.000692,46.6,,,,,RPOLA_N domain-containing protein [Nephila pilipes],,"4QARB@10239,4QV3H@35237"
NPIL_66051,GFS28927.1,GAF37602.1,,,,,,1423743.JCM14108_2655,30.4,0.000112,47.4,0.0,0.0,0.637460359045622,0.0,uncharacterized protein NPIL_66051 [Nephila pilipes],,"1TQP9@1239,3F3UD@33958,4HBTB@91061,COG3378@1,COG3378@2"
,GFS28930.1,,,,,,,260797.A4KX67_HVAVE,30.9,0.000202,48.1,,,,,RPOLA_N domain-containing protein [Nephila pilipes],,"4QARB@10239,4QV3H@35237"
,GFS28947.1,RO3G_05636,,,,,,936053.I1BXK1,38.1,8.35e-12,68.2,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes],,"38F42@33154,3NVKU@4751,COG2801@1,KOG0017@2759"
NPIL_551221,GFS28949.1,,,,,,,7425.NV23901-PA,27.9,0.000846,45.1,0.0,0.0,0.0,0.0,hypothetical protein NPIL_551221 [Nephila pilipes],,"2CXGH@1,2RX9T@2759,39YTV@33154,3BMVG@33208,3DDBX@33213,3SITN@50557,42250@6656,46M7W@7399"
NPIL_551231,GFS28950.1,T01_10639,,,,,,6334.EFV51289,30.4,1.27e-08,59.3,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_551231 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208"
,GFS28955.1,,ko:K12584,"map03018,ko03018",,3.6.1.59,"ko01000,ko00001,ko03019,ko00000",7425.NV11166-PA,34.6,1.63e-45,165.0,,,,,m7GpppX diphosphatase [Nephila pilipes],,"38BBX@33154,3BJYT@33208,3D2TE@33213,3SI6I@50557,41WRX@6656,46EGG@7399,COG5075@1,KOG3969@2759"
NPIL_551261,GFS28956.1,,,,,,,7029.ACYPI39815-PA,40.9,7.82e-05,48.5,0.0,0.0851556469672043,0.390486188525329,0.0,hypothetical protein NPIL_551261 [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CZSS@33213,3ECZ1@33342,3SQX6@50557,4225E@6656,COG2801@1,KOG0017@2759"
,GFS28957.1,,ko:K17790,,,,"ko02000,ko03029,ko00000",6669.EFX79091,44.6,3.86e-44,151.0,,,,,mitochondrial import inner membrane translocase subunit Tim22 [Nephila pilipes],,"399KS@33154,3BHYP@33208,3CTDU@33213,41YNC@6656,COG5596@1,KOG3225@2759"
,GFS28959.1,,,,,,,126957.SMAR009239-PA,55.5,0.0,1098.0,,,,,unconventional myosin-Ih [Nephila pilipes],,"38EEB@33154,3BA2S@33208,3CSGY@33213,41TCY@6656,COG5022@1,KOG0164@2759"
,GFS28964.1,,,,,,,126957.SMAR014532-PA,75.1,1.59e-47,167.0,,,,,lumican [Nephila pilipes],,"38EQ6@33154,3BDU4@33208,3CTI1@33213,41TEG@6656,COG4886@1,KOG0617@2759"
,GFS28965.1,,ko:K04986,,,,"ko03036,ko04040,ko00000",7719.XP_002119742.1,59.9,6.089999999999999e-242,698.0,,,,,polycystic kidney disease 2-like 1 protein [Nephila pilipes],,"38E7E@33154,3BG4C@33208,3CUR7@33213,482V3@7711,KOG3599@1,KOG3599@2759"
,GFS28998.1,,ko:K04975,"ko04970,map04970,map04978,ko04978",,,"ko00001,ko04040,ko00000",6669.EFX88604,52.4,2.56e-245,719.0,,,,,transient receptor potential cation channel subfamily V member 6 [Nephila pilipes],,"38C3C@33154,3BBRN@33208,3CV5B@33213,41VQM@6656,KOG3676@1,KOG3676@2759"
,GFS29000.1,,ko:K01620,"map01100,map01110,map01120,ko01110,ko01100,ko01230,map01230,ko01130,ko01120,map00260,map01130,ko00260",,4.1.2.48,"ko01000,ko00001,ko00000",7739.XP_002594275.1,50.3,8.430000000000001e-123,365.0,,,,,probable low-specificity L-threonine aldolase 2 [Nephila pilipes],,"38EQY@33154,3BAQT@33208,3D4SD@33213,489M8@7711,COG2008@1,KOG1368@2759"
NPIL_105661,GFS29001.1,thap5,,,,,,8083.ENSXMAP00000009234,48.3,2.03e-16,80.5,1.0980501780001,0.547041921898629,0.343424589828182,0.75250515634627,uncharacterized protein NPIL_105661 [Nephila pilipes],,"2AEFG@1,2RYVM@2759,39SJE@33154,3BJKN@33208,3CT7N@33213,4892M@7711,498F8@7742,4A3A6@7898"
,GFS29004.1,,,,,,,126957.SMAR004220-PA,56.0,3.1e-102,309.0,,,,,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 [Nephila pilipes],,"28IRD@1,2QR2P@2759,38I1I@33154,3BG7V@33208,3CSZ3@33213,41TRZ@6656"
,GFS29007.1,,,,,,,126957.SMAR003447-PA,54.9,1.07e-175,521.0,,,,,hepatocyte growth factor-regulated tyrosine kinase substrate [Nephila pilipes],,"38EGA@33154,3BC1H@33208,3CW1I@33213,41VTG@6656,KOG1818@1,KOG1818@2759"
,GFS29010.1,,,,,,,132113.XP_003488977.1,44.1,2.38e-20,92.4,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes],,"28PUT@1,2QWHD@2759,38EA4@33154,3BMU4@33208,3CZSB@33213,3SP2M@50557,420QI@6656"
,GFS29012.1,,,,,,,126957.SMAR008345-PA,28.1,4.9600000000000006e-37,147.0,,,,,transmembrane protein 130 [Nephila pilipes],,"28P4H@1,2QVR8@2759,39SR0@33154,3BMEI@33208,3D4WP@33213,41YK1@6656"
,GFS29014.1,,,,,,,126957.SMAR000136-PA,39.3,1.49e-13,79.0,,,,,RRM domain-containing protein [Nephila pilipes],,"38GTH@33154,3BGD4@33208,3CZD1@33213,420TQ@6656,KOG0533@1,KOG0533@2759"
NPIL_105721,GFS29016.1,G5I_02944,ko:K18703,,,2.8.3.13,"ko01000,ko00000",103372.F4WBM5,73.4,4.66e-26,107.0,1.6581795928018,1.06000393828458,0.458828074739492,1.52377146283556,hypothetical protein NPIL_105721 [Nephila pilipes],,"38CWZ@33154,3BB7M@33208,3D0JC@33213,3SKDN@50557,41VJC@6656,46H94@7399,COG1804@1,KOG3957@2759,KOG4102@1,KOG4102@2759"
,GFS29018.1,ddx51,ko:K14807,,,3.6.4.13,"ko03009,ko01000,ko00000",8364.ENSXETP00000048369,43.5,1.8099999999999998e-126,398.0,,,,,ATP-dependent RNA helicase DDX51 [Nephila pilipes],,"39BP1@33154,3BCYM@33208,3CYC3@33213,48ADG@7711,4902A@7742,COG0513@1,KOG0350@2759"
NPIL_105741,GFS29021.1,107367125,,,,,,32264.tetur01g06880.1,43.6,2.45e-51,172.0,3.04034711100105,1.58771935217582,0.919047541474584,23.1429529618663,uncharacterized protein NPIL_105741 [Nephila pilipes],,"2CKEE@1,2QV8G@2759,39YZG@33154,3BITJ@33208,3D2W5@33213,41WTQ@6656"
,GFS29023.1,,,,,,,7425.NV10506-PA,41.0,7.15e-09,63.5,,,,,putative RNA-directed DNA polymerase from transposon X-element [Nephila pilipes],,"39X0S@33154,3BF48@33208,3D5JC@33213,3SJDR@50557,41X08@6656,46M1T@7399,KOG1075@1,KOG1075@2759"
NPIL_105761,GFS29025.1,,ko:K10263,,,,"ko03036,ko04121,ko00000",7425.NV16171-PA,54.3,1.13e-238,685.0,0.0875230089299786,0.345972460322359,0.547273041367142,0.0808431805041375,hypothetical protein NPIL_105761 [Nephila pilipes],,"28KZW@1,2QTGQ@2759,38E54@33154,3BFRY@33208,3CUIY@33213,3SITB@50557,41UZ5@6656,46H7N@7399"
NPIL_105771,GFS29027.1,,,,,,,6087.XP_004210916.1,47.1,7.82e-35,129.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_105771 [Nephila pilipes],,"2BZY6@1,2S2KI@2759,3AU8N@33154,3C4BW@33208"
,GFS29031.1,,,,,,,126957.SMAR014083-PA,30.7,8.08e-84,289.0,,,,,protein phosphatase 1 regulatory subunit 21 [Nephila pilipes],,"39V3E@33154,3B97C@33208,3CVQV@33213,420AB@6656,KOG4421@1,KOG4421@2759"
,GFS29039.1,,,,,,,126957.SMAR014998-PA,67.0,4.82e-120,353.0,,,,,zinc transporter ZIP9 [Nephila pilipes],,"38EXN@33154,3BAP5@33208,3CWKD@33213,41WJ3@6656,KOG3907@1,KOG3907@2759"
,GFS29041.1,,,,,,,126957.SMAR015039-PA,75.3,2.8700000000000003e-194,551.0,,,,,PRKCA-binding protein [Nephila pilipes],,"38CMW@33154,3BD4A@33208,3CUTZ@33213,41VGA@6656,KOG3651@1,KOG3651@2759"
,GFS29042.1,,,,,,,126957.SMAR015039-PA,75.3,6.65e-194,550.0,,,,,PRKCA-binding protein [Nephila pilipes],,"38CMW@33154,3BD4A@33208,3CUTZ@33213,41VGA@6656,KOG3651@1,KOG3651@2759"
,GFS29044.1,8235887,ko:K01017,"map00532,ko00532",,2.8.2.5,"ko01003,ko01000,ko00001,ko00000",121225.PHUM310380-PA,32.5,4.2400000000000004e-35,140.0,,,,,carbohydrate sulfotransferase 11 [Nephila pilipes],,"39NS8@33154,3BPSA@33208,3D6N3@33213,3EC48@33342,3SFZ1@50557,41YRR@6656,KOG4651@1,KOG4651@2759"
,GFS29045.1,,,,,,,32264.tetur14g00180.1,58.4,0.0,1271.0,,,,,guanylate cyclase 32E [Nephila pilipes],,"38E22@33154,3B9DY@33208,3CT6K@33213,41VY8@6656,COG2114@1,KOG1023@2759"
,GFS29068.1,,,,,,,126957.SMAR003016-PA,28.3,2.45e-40,171.0,,,,,KASH domain-containing protein [Nephila pilipes],,"COG5069@1,KOG0516@2759"
NPIL_467031,GFS29069.1,,ko:K04550,"ko05010,map04979,map05144,ko04979,ko05144,map05010",,,"ko04131,ko00001,ko00000,ko04090,ko04516",10224.XP_002735411.2,53.8,0.000237,51.2,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_467031 [Nephila pilipes],,"38B6M@33154,3B9HR@33208,3CV9D@33213,KOG1215@1,KOG1215@2759"
,GFS29071.1,,,,,,,126957.SMAR003016-PA,26.3,6.0700000000000005e-22,106.0,,,,,KASH domain-containing protein [Nephila pilipes],,"COG5069@1,KOG0516@2759"
,GFS29073.1,1269979,ko:K16449,,,,ko00000,7165.AGAP007127-PA,67.0,4.86e-66,216.0,,,,,regulator of G-protein signaling 20 [Nephila pilipes],,"38BR1@33154,3B9RV@33208,3CWF8@33213,3SM4I@50557,41YPB@6656,45276@7147,45D6C@7148,KOG3589@1,KOG3589@2759"
NPIL_502611,GFS29074.1,,,,,,,126957.SMAR003016-PA,24.9,1.39e-24,118.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_502611 [Nephila pilipes],,"COG5069@1,KOG0516@2759"
,GFS29076.1,LOC661591,ko:K16449,,,,ko00000,7070.TC014234-PA,82.2,1.4099999999999998e-68,220.0,,,,,regulator of G-protein signaling 20 [Nephila pilipes],,"38BR1@33154,3B9RV@33208,3CWF8@33213,3SM4I@50557,41YPB@6656,KOG3589@1,KOG3589@2759"
NPIL_502612,GFS29077.1,,,,,,,126957.SMAR003016-PA,25.5,2.6799999999999998e-25,120.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_502612 [Nephila pilipes],,"COG5069@1,KOG0516@2759"
,GFS29079.1,1269979,ko:K16449,,,,ko00000,7165.AGAP007127-PA,69.3,6e-70,226.0,,,,,regulator of G-protein signaling 20 [Nephila pilipes],,"38BR1@33154,3B9RV@33208,3CWF8@33213,3SM4I@50557,41YPB@6656,45276@7147,45D6C@7148,KOG3589@1,KOG3589@2759"
,GFS29081.1,,,,,,,126957.SMAR003016-PA,54.8,4.26e-08,62.8,,,,,KASH domain-containing protein [Nephila pilipes],,"COG5069@1,KOG0516@2759"
,GFS29111.1,,,,,,,69319.XP_008555446.1,50.0,4.62e-24,103.0,,,,,ATP-dependent DNA helicase [Nephila pilipes],,"3A9NR@33154,3BVYM@33208,3DBY8@33213,3SQWD@50557,421WI@6656,COG0507@1,KOG0987@2759"
NPIL_655381,GFS29112.1,,ko:K05397,,,,"ko04040,ko00000",7091.BGIBMGA004624-TA,26.4,2.89e-13,78.6,0.0,0.0787936286826966,0.25969356236345,0.0494813380937443,uncharacterized protein NPIL_655381 [Nephila pilipes],,"39Y2F@33154,3BFA7@33208,3CUZ7@33213,3SKD0@50557,41U54@6656,4454C@7088,KOG3644@1,KOG3644@2759"
NPIL_655391,GFS29113.1,,,,,,,7029.ACYPI50162-PA,46.3,0.000266,45.4,0.0,0.0,0.0,0.0,hypothetical protein NPIL_655391 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,4230R@6656"
,GFS29119.1,HisCl1,ko:K05397,,,,"ko04040,ko00000",7227.FBpp0081946,32.5,6.86e-34,136.0,,,,,glutamate-gated chloride channel alpha [Nephila pilipes],"P|GO:0006810|IDA,P|GO:0006810|IEA,P|GO:0006811|IDA,P|GO:0006811|IEA,P|GO:0006820|IDA,P|GO:0006821|IDA,P|GO:0006821|IDA,P|GO:0007154|IDA,P|GO:0007154|IEA,P|GO:0007165|IDA,P|GO:0007165|IEA,P|GO:0008150|IDA,P|GO:0008150|IMP,P|GO:0008150|IEA,P|GO:0009266|IMP,P|GO:0009605|IMP,P|GO:0009628|IMP,P|GO:0009987|IDA,P|GO:0009987|IEA,P|GO:0015698|IDA,P|GO:0023052|IDA,P|GO:0023052|IEA,P|GO:0034220|IDA,P|GO:0034220|IEA,P|GO:0034220|IEA,P|GO:0040011|IMP,P|GO:0042330|IMP,P|GO:0043052|IMP,P|GO:0050789|IDA,P|GO:0050789|IEA,P|GO:0050794|IDA,P|GO:0050794|IEA,P|GO:0050896|IDA,P|GO:0050896|IMP,P|GO:0050896|IEA,P|GO:0051179|IDA,P|GO:0051179|IEA,P|GO:0051234|IDA,P|GO:0051234|IEA,P|GO:0051716|IDA,P|GO:0051716|IEA,P|GO:0055085|IDA,P|GO:0055085|IEA,P|GO:0065007|IDA,P|GO:0065007|IEA,P|GO:0098656|IDA,P|GO:0098660|IDA,P|GO:0098661|IDA,P|GO:1902476|IDA,C|GO:0005575|IDA,C|GO:0005575|ISM,C|GO:0005623|IDA,C|GO:0005886|IDA,C|GO:0005887|IDA,C|GO:0016020|IDA,C|GO:0016020|ISM,C|GO:0016021|IDA,C|GO:0016021|ISM,C|GO:0019183|IDA,C|GO:0031224|IDA,C|GO:0031224|ISM,C|GO:0031226|IDA,C|GO:0032991|IDA,C|GO:0034702|IDA,C|GO:0034707|IDA,C|GO:0043235|IDA,C|GO:0044425|IDA,C|GO:0044425|ISM,C|GO:0044459|IDA,C|GO:0044464|IDA,C|GO:0071944|IDA,C|GO:0098796|IDA,C|GO:0098797|IDA,C|GO:0098802|IDA,C|GO:0098878|IDA,C|GO:1902495|IDA,C|GO:1990351|IDA,F|GO:0003674|IDA,F|GO:0003674|IEA,F|GO:0004888|IEA,F|GO:0005215|IDA,F|GO:0005215|IEA,F|GO:0005216|IDA,F|GO:0005216|IEA,F|GO:0005230|IEA,F|GO:0005253|IDA,F|GO:0005254|IDA,F|GO:0008509|IDA,F|GO:0015075|IDA,F|GO:0015075|IEA,F|GO:0015103|IDA,F|GO:0015108|IDA,F|GO:0015267|IDA,F|GO:0015267|IEA,F|GO:0015276|IDA,F|GO:0015276|IEA,F|GO:0015318|IDA,F|GO:0015318|IEA,F|GO:0019182|IDA,F|GO:0022803|IDA,F|GO:0022803|IEA,F|GO:0022834|IDA,F|GO:0022834|IEA,F|GO:0022835|IDA,F|GO:0022836|IDA,F|GO:0022836|IEA,F|GO:0022838|IDA,F|GO:0022838|IEA,F|GO:0022839|IDA,F|GO:0022839|IEA,F|GO:0022857|IDA,F|GO:0022857|IEA,F|GO:0030594|IDA,F|GO:0038023|IDA,F|GO:0038023|IEA,F|GO:0060089|IDA,F|GO:0060089|IEA,F|GO:0099095|IDA","38RJ9@33154,3BKNY@33208,3D14W@33213,3SJ0A@50557,41VSJ@6656,44WPV@7147,45R74@7214,KOG3644@1,KOG3644@2759"
NPIL_655471,GFS29126.1,,,,,,,568076.XP_007825320.1,50.0,4.99e-05,48.1,0.0,0.0,0.0,0.0,hypothetical protein NPIL_655471 [Nephila pilipes],,"215WT@147550,39SZD@33154,3G116@34397,3NWFS@4751,3QQXM@4890,3TE0X@5125,KOG1721@1,KOG1721@2759"
NPIL_655481,GFS29129.1,,,,,,,7029.ACYPI064241-PA,34.3,2.41e-12,71.2,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_655481 [Nephila pilipes],,"2CTDS@1,2S4BN@2759,39MEW@33154,3C42E@33208,3E55M@33213,3EDV1@33342,3SVX3@50557,423CZ@6656"
NPIL_655491,GFS29132.1,,,,,,,7029.ACYPI56749-PA,43.0,9.46e-09,60.8,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_655491 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,4230R@6656"
NPIL_655521,GFS29142.1,,,,,,,7029.ACYPI50455-PA,39.1,1.3200000000000001e-58,208.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_655521 [Nephila pilipes],,"38F42@33154,3BZVU@33208,3DJF9@33213,422CH@6656,COG2801@1,KOG0017@2759"
,GFS29144.1,107360375,,,,,,32264.tetur01g01850.1,60.5,1.6499999999999999e-134,429.0,,,,,twitchin [Nephila pilipes],,"38BAS@33154,3B9IR@33208,3CRJW@33213,41WSG@6656,KOG0613@1,KOG0613@2759,KOG4475@1,KOG4475@2759"
NPIL_655541,GFS29146.1,,,,,,,126957.SMAR001990-PA,73.1,1.98e-16,81.6,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_655541 [Nephila pilipes],,"38BAS@33154,3B9IR@33208,3CRJW@33213,41WSG@6656,KOG0613@1,KOG0613@2759,KOG4475@1,KOG4475@2759"
,GFS29148.1,,,,,,,7425.NV17816-PA,41.5,4.83e-17,87.8,,,,,bel12-ag transposon polyprotein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFS29150.1,,ko:K01456,"ko04141,map04141",,3.5.1.52,"ko01000,ko00001,ko00000",7739.XP_002605291.1,43.0,3.89e-136,412.0,,,,,peptide-N(4)-(N-acetyl-beta-glucosaminyl) asparagine amidase [Nephila pilipes],,"38EIG@33154,3BAEH@33208,3CXJY@33213,47Z9C@7711,KOG0909@1,KOG0909@2759"
NPIL_655581,GFS29154.1,,,,,,,8128.ENSONIP00000010132,56.7,6.27e-25,104.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_655581 [Nephila pilipes],,"39T7X@33154,3BMIS@33208,3D0N8@33213,487P6@7711,4907D@7742,4A89K@7898,KOG3105@1,KOG3105@2759"
,GFS29156.1,LOC726014,ko:K10310,,,,"ko04121,ko00000",7460.GB44800-PA,35.9,1.2e-73,247.0,,,,,f-box only protein 33 [Nephila pilipes],,"2CMAU@1,2QPU4@2759,39BSI@33154,3BGKA@33208,3CW6U@33213,3SMJV@50557,42007@6656,46KGA@7399"
,GFS29159.1,,,,,,,7425.NV17816-PA,36.3,2.66e-22,103.0,,,,,bel12-ag transposon polyprotein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFS29162.1,,,,,,,7425.NV30946-PA,41.4,1.51e-49,177.0,,,,,DUF1758 domain-containing protein [Nephila pilipes],,"2DATZ@1,2TKN4@2759,39HRF@33154,3CMJ6@33208,3E369@33213,3T188@50557,42CAX@6656,46MIJ@7399"
NPIL_655641,GFS29168.1,,,,,,,7029.ACYPI069263-PA,32.1,3.33e-37,150.0,0.0577912012255272,0.0,0.487230847678183,0.0,uncharacterized protein NPIL_655641 [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3SQJD@50557,41VKT@6656,COG2801@1,KOG0017@2759"
NPIL_655651,GFS29170.1,,,,,,,7029.ACYPI001556-PA,59.0,8.08e-06,50.8,0.0343532377169946,0.113689671092956,0.419960778261598,0.0,hypothetical protein NPIL_655651 [Nephila pilipes],,"38F42@33154,3BZVU@33208,3DJF9@33213,422CH@6656,COG2801@1,KOG0017@2759"
,GFS29174.1,,,,,,,13735.ENSPSIP00000014034,50.0,6.44e-23,99.4,,,,,DUF4371 domain-containing protein [Nephila pilipes],,"2CN11@1,2QT83@2759,38D3X@33154,3BDRF@33208,3CX54@33213,482YQ@7711,494V4@7742"
,GFS29180.1,,,,,,,9713.XP_006729758.1,46.8,2.43e-15,74.3,,,,,planarian mariner-8 gene [Nephila pilipes],,"2D9KI@1,2TF3N@2759,39AQ1@33154,3CESC@33208,3DW5N@33213,3ES9U@33554,3JMZG@40674,48PJC@7711,49KNS@7742"
,GFS29183.1,,,,,,,7425.NV17816-PA,41.0,8.1e-31,124.0,,,,,DUF5641 domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
NPIL_655731,GFS29189.1,EFV50395,,,,,,6334.EFV50395,51.1,1.21e-08,58.5,0.274306608607677,0.0,0.578161720994867,0.760113904135414,hypothetical protein NPIL_655731 [Nephila pilipes],,"2CMP4@1,2QR56@2759"
,GFS29193.1,G5I_02082,,,,,,103372.F4W9D3,42.8,4.57e-38,137.0,,,,,protein GVQW3 [Nephila pilipes],,"2DGIP@1,2S5UP@2759,3A5XI@33154,3BT0Z@33208,3D12G@33213,3SZIB@50557,42A2Z@6656,46MYZ@7399"
NPIL_655762,GFS29195.1,,,,,,,6500.XP_005094540.1,56.3,1.19e-62,226.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_655762 [Nephila pilipes],,"3A4F2@33154,3BRQH@33208,3D912@33213,KOG1011@1,KOG1011@2759"
NPIL_655761,GFS29197.1,,,,,,,32264.tetur28g00840.1,55.2,3.8999999999999996e-61,234.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_655761 [Nephila pilipes],,"3A4F2@33154,3BRQH@33208,3D912@33213,422II@6656,KOG1011@1,KOG1011@2759"
NPIL_655821,GFS29211.1,,ko:K15293,"ko04721,map04721",,,"ko04131,ko00001,ko00000",7070.TC004071-PA,36.2,7.98e-22,112.0,0.0,0.0526792828201976,0.362345888299617,0.176436695696749,uncharacterized protein NPIL_655821 [Nephila pilipes],,"38CHS@33154,3BCSX@33208,3CT96@33213,3SHZM@50557,41U2S@6656,KOG1011@1,KOG1011@2759"
,GFS29217.1,,ko:K15293,"ko04721,map04721",,,"ko04131,ko00001,ko00000",32264.tetur28g00790.1,81.8,0.0,2043.0,,,,,protein unc-13 homolog A [Nephila pilipes],,"38CHS@33154,3BCSX@33208,3CT96@33213,41U2S@6656,KOG1011@1,KOG1011@2759"
,GFS29218.1,,ko:K15293,"ko04721,map04721",,,"ko04131,ko00001,ko00000",32264.tetur28g00790.1,81.0,0.0,2021.0,,,,,protein unc-13 homolog B [Nephila pilipes],,"38CHS@33154,3BCSX@33208,3CT96@33213,41U2S@6656,KOG1011@1,KOG1011@2759"
,GFS29220.1,,ko:K15293,"ko04721,map04721",,,"ko04131,ko00001,ko00000",32264.tetur28g00790.1,80.4,1.42e-120,380.0,,,,,protein unc-13 homolog A [Nephila pilipes],,"38CHS@33154,3BCSX@33208,3CT96@33213,41U2S@6656,KOG1011@1,KOG1011@2759"
,GFS29221.1,,ko:K15293,"ko04721,map04721",,,"ko04131,ko00001,ko00000",32264.tetur28g00790.1,80.3,0.0,1700.0,,,,,protein unc-13 homolog B [Nephila pilipes],,"38CHS@33154,3BCSX@33208,3CT96@33213,41U2S@6656,KOG1011@1,KOG1011@2759"
,GFS29228.1,,,,,,,7425.NV18673-PA,48.7,1.8199999999999997e-23,109.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFS29261.1,107362355,,,,,,32264.tetur08g07990.1,59.3,5.919999999999999e-233,674.0,,,,,cationic amino acid transporter 2 [Nephila pilipes],,"38BM3@33154,3BA2V@33208,3CVWA@33213,41WSB@6656,COG0531@1,KOG1286@2759"
NPIL_123361,GFS29262.1,,,,,,,7029.ACYPI004602-PA,28.0,7.44e-13,73.9,0.0,0.0,0.139963147095168,0.0,hypothetical protein NPIL_123361 [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3EBZ8@33342,3SQJD@50557,41VKT@6656,COG2801@1,KOG0017@2759"
NPIL_123381,GFS29267.1,,,,,,,7668.SPU_011611-tr,43.9,4.49e-15,79.3,0.0,0.0,0.0,0.0,hypothetical protein NPIL_123381 [Nephila pilipes],,"39N4Q@33154,3BSEH@33208,3CWPW@33213,KOG1075@1,KOG1075@2759"
,GFS29270.1,,,,,,,7029.ACYPI34816-PA,29.9,2.79e-18,91.3,,,,,reverse transcriptase domain-containing protein [Nephila pilipes],,"39X6K@33154,3BK4A@33208,3CYZ9@33213,3EDM0@33342,3SHIN@50557,41X3S@6656,KOG1075@1,KOG1075@2759"
NPIL_123401,GFS29274.1,,ko:K10149,"map05206,map04391,ko04214,ko05206,ko04391,map04214",,,"ko03000,ko00001,ko00000",7739.XP_002613954.1,42.0,3.72e-16,82.0,0.0,0.167704628407782,0.232307931715998,0.0,hypothetical protein NPIL_123401 [Nephila pilipes],,"2C1DX@1,2QQ48@2759,38FXP@33154,3BBXQ@33208,3CUPA@33213,481ZZ@7711"
,GFS29276.1,,,,,,,6500.XP_005113064.1,63.0,2.12e-11,69.3,,,,,cellular tumor antigen p53 [Nephila pilipes],,"2C1DX@1,2QQ48@2759,38FXP@33154,3BBXQ@33208,3CUPA@33213"
"NPIL_586181,",GFS29317.1,,,,,,,7739.XP_002602022.1,27.2,3.16e-10,66.2,,,,,"uncharacterized protein NPIL_586181, partial [Nephila pilipes]",,"39TI4@33154,3BJP2@33208,3D3J0@33213,487UR@7711,KOG4294@1,KOG4294@2759"
NPIL_586211,GFS29326.1,,,,,,,28377.ENSACAP00000022411,32.1,7.46e-05,47.8,0.0,0.0,0.0,0.0,hypothetical protein NPIL_586211 [Nephila pilipes],,"2CYKR@1,2S51P@2759,3A330@33154,3BQIM@33208,3D7MF@33213,48QIW@7711,49DXZ@7742"
NPIL_586221,GFS29329.1,,,,,,,7668.SPU_006217-tr,21.6,1.07e-13,81.6,0.0,0.222548367938292,0.384781904094607,0.0366576732121943,uncharacterized protein NPIL_586221 [Nephila pilipes],,"KOG4294@1,KOG4294@2759"
